year,category,score,count,cumulative_count,rank
2025,物理,697,19.0,19,10.0
2025,物理,696,13.0,32,26.0
2025,物理,695,7.0,39,36.0
2025,物理,694,8.0,47,44.0
2025,物理,693,10.0,57,53.0
2025,物理,692,12.0,69,64.0
2025,物理,691,9.0,78,74.0
2025,物理,690,9.0,87,83.0
2025,物理,689,18.0,105,97.0
2025,物理,688,28.0,133,120.0
2025,物理,687,17.0,150,142.0
2025,物理,686,26.0,176,164.0
2025,物理,685,29.0,205,191.0
2025,物理,684,32.0,237,222.0
2025,物理,683,29.0,266,252.0
2025,物理,682,29.0,295,281.0
2025,物理,681,35.0,330,313.0
2025,物理,680,47.0,377,354.0
2025,物理,679,34.0,411,395.0
2025,物理,678,51.0,462,437.0
2025,物理,677,48.0,510,487.0
2025,物理,676,50.0,560,536.0
2025,物理,675,82.0,642,602.0
2025,物理,674,79.0,721,682.0
2025,物理,673,69.0,790,756.0
2025,物理,672,80.0,870,831.0
2025,物理,671,66.0,936,904.0
2025,物理,670,67.0,1003,970.0
2025,物理,669,94.0,1097,1051.0
2025,物理,668,85.0,1182,1140.0
2025,物理,667,97.0,1279,1231.0
2025,物理,666,97.0,1376,1328.0
2025,物理,665,96.0,1472,1425.0
2025,物理,664,106.0,1578,1526.0
2025,物理,663,123.0,1701,1640.0
2025,物理,662,124.0,1825,1764.0
2025,物理,661,123.0,1948,1887.0
2025,物理,660,141.0,2089,2019.0
2025,物理,659,143.0,2232,2161.0
2025,物理,658,140.0,2372,2303.0
2025,物理,657,157.0,2529,2451.0
2025,物理,656,168.0,2697,2614.0
2025,物理,655,148.0,2845,2772.0
2025,物理,654,198.0,3043,2945.0
2025,物理,653,187.0,3230,3137.0
2025,物理,652,153.0,3383,3307.0
2025,物理,651,202.0,3585,3485.0
2025,物理,650,207.0,3792,3689.0
2025,物理,649,214.0,4006,3900.0
2025,物理,648,220.0,4226,4117.0
2025,物理,647,212.0,4438,4333.0
2025,物理,646,237.0,4675,4557.0
2025,物理,645,249.0,4924,4800.0
2025,物理,644,242.0,5166,5046.0
2025,物理,643,282.0,5448,5308.0
2025,物理,642,286.0,5734,5592.0
2025,物理,641,270.0,6004,5870.0
2025,物理,640,291.0,6295,6150.0
2025,物理,639,308.0,6603,6450.0
2025,物理,638,356.0,6959,6782.0
2025,物理,637,358.0,7317,7139.0
2025,物理,636,342.0,7659,7489.0
2025,物理,635,356.0,8015,7838.0
2025,物理,634,345.0,8360,8188.0
2025,物理,633,370.0,8730,8546.0
2025,物理,632,372.0,9102,8917.0
2025,物理,631,372.0,9474,9289.0
2025,物理,630,376.0,9850,9663.0
2025,物理,629,392.0,10242,10047.0
2025,物理,628,428.0,10670,10457.0
2025,物理,627,391.0,11061,10866.0
2025,物理,626,431.0,11492,11277.0
2025,物理,625,472.0,11964,11729.0
2025,物理,624,468.0,12432,12199.0
2025,物理,623,476.0,12908,12671.0
2025,物理,622,468.0,13376,13143.0
2025,物理,621,497.0,13873,13625.0
2025,物理,620,505.0,14378,14126.0
2025,物理,619,517.0,14895,14637.0
2025,物理,618,513.0,15408,15152.0
2025,物理,617,563.0,15971,15690.0
2025,物理,616,522.0,16493,16233.0
2025,物理,615,558.0,17051,16773.0
2025,物理,614,571.0,17622,17337.0
2025,物理,613,583.0,18205,17914.0
2025,物理,612,613.0,18818,18512.0
2025,物理,611,597.0,19415,19117.0
2025,物理,610,621.0,20036,19726.0
2025,物理,609,646.0,20682,20360.0
2025,物理,608,640.0,21322,21003.0
2025,物理,607,723.0,22045,21684.0
2025,物理,606,663.0,22708,22377.0
2025,物理,605,697.0,23405,23057.0
2025,物理,604,686.0,24091,23749.0
2025,物理,603,667.0,24758,24425.0
2025,物理,602,750.0,25508,25134.0
2025,物理,601,720.0,26228,25869.0
2025,物理,600,760.0,26988,26609.0
2025,物理,599,778.0,27766,27378.0
2025,物理,598,765.0,28531,28149.0
2025,物理,597,805.0,29336,28934.0
2025,物理,596,795.0,30131,29734.0
2025,物理,595,793.0,30924,30528.0
2025,物理,594,836.0,31760,31343.0
2025,物理,593,891.0,32651,32206.0
2025,物理,592,872.0,33523,33088.0
2025,物理,591,820.0,34343,33934.0
2025,物理,590,815.0,35158,34751.0
2025,物理,589,864.0,36022,35591.0
2025,物理,588,907.0,36929,36476.0
2025,物理,587,911.0,37840,37385.0
2025,物理,586,943.0,38783,38312.0
2025,物理,585,982.0,39765,39275.0
2025,物理,584,1020.0,40785,40276.0
2025,物理,583,967.0,41752,41269.0
2025,物理,582,1000.0,42752,42253.0
2025,物理,581,1005.0,43757,43255.0
2025,物理,580,1035.0,44792,44275.0
2025,物理,579,1020.0,45812,45303.0
2025,物理,578,988.0,46800,46307.0
2025,物理,577,1068.0,47868,47335.0
2025,物理,576,1118.0,48986,48428.0
2025,物理,575,1091.0,50077,49532.0
2025,物理,574,1051.0,51128,50603.0
2025,物理,573,1116.0,52244,51687.0
2025,物理,572,1063.0,53307,52776.0
2025,物理,571,1235.0,54542,53925.0
2025,物理,570,1150.0,55692,55118.0
2025,物理,569,1218.0,56910,56302.0
