院校代码,院校名称,批次,招生备注,科类,专业组代码,专业序号,专业名称,专业备注,语种要求,选科要求,计划招数,学制,学费,2024_最低分,2024_最低位次,2023_最低分,2023_最低位次,2022_最低分,2022_最低位次,2021_最低分,2021_最低位次
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,1,法语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,659.0,49.0,0.0,0.0,650.0,30.0,0.0,0.0
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,2,德语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,659.0,49.0,668.0,39.0,649.0,35.0,0.0,0.0
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,3,西班牙语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,659.0,49.0,668.0,39.0,649.0,35.0,0.0,0.0
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,4,日语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,659.0,49.0,669.0,35.0,0.0,0.0,0.0,0.0
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,5,俄语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,659.0,49.0,666.0,54.0,649.0,35.0,0.0,0.0
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,6,阿拉伯语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,659.0,49.0,666.0,54.0,646.0,42.0,0.0,0.0
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,7,朝鲜语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,659.0,49.0,663.0,70.0,645.0,48.0,0.0,0.0
10001,北京大学,本科提前批,提前批本科.非军检院校,历史,103,8,意大利语,(校本部),(语种要求：英语),不限,1.0,4.0,5000.0,,,,,,,,
10001,北京大学,本科批,本科,历史,205,41,文科试验班类,(元培)(中国语言文学类，考古学，历史学类，哲学类，社会学类，法学，新闻传播学类，经济学类，工商管理类，公共管理类)(校本部),,不限,1.0,4.0,5300.0,662.0,32.0,675.0,31.0,662.0,5.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,42,中国语言文学类,(汉语言文学，汉语言，古典文献学，应用语言学)(校本部),,不限,2.0,4.0,5000.0,662.0,32.0,673.0,31.0,655.0,13.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,43,考古学,(校本部),,不限,1.0,4.0,5000.0,662.0,32.0,672.0,31.0,651.0,28.0,667.0,11.0
10001,北京大学,本科批,本科,历史,205,44,历史学类,(历史学(中国史)，世界史，外国语言与外国历史)(校本部),,不限,1.0,4.0,5000.0,662.0,32.0,674.0,31.0,658.0,6.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,45,哲学类,(哲学，宗教学，哲学(科技哲学与逻辑学方向))(校本部),,不限,2.0,4.0,5000.0,662.0,32.0,672.0,31.0,652.0,22.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,46,社会学类,(社会学，社会工作)(校本部),,不限,2.0,4.0,5000.0,662.0,32.0,674.0,31.0,653.0,21.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,47,法学,(校本部),,不限,2.0,4.0,5000.0,662.0,32.0,675.0,31.0,656.0,8.0,665.0,20.0
10001,北京大学,本科批,本科,历史,205,48,新闻传播学类,(新闻学，广播电视学，广告学)(校本部),,不限,1.0,4.0,5000.0,662.0,32.0,670.0,31.0,653.0,21.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,49,经济学类,(经济学，金融学，国际经济与贸易，财政学)(校本部),,不限,1.0,4.0,5000.0,662.0,32.0,673.0,31.0,655.0,13.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,50,工商管理类,(金融学，金融学(金融经济学)，会计学，市场营销)(校本部),,不限,1.0,4.0,5000.0,662.0,32.0,695.0,31.0,660.0,5.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,51,公共管理类,(城市管理，行政管理)(校本部),,不限,1.0,4.0,5000.0,662.0,32.0,671.0,31.0,653.0,21.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,52,人文科学试验班,(艺术史论)(校本部),,不限,1.0,4.0,5000.0,662.0,32.0,670.0,31.0,651.0,28.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,53,城乡规划,(校本部),,不限,2.0,4.0,5000.0,662.0,32.0,671.0,31.0,651.0,28.0,664.0,23.0
10001,北京大学,本科批,本科,历史,205,54,图书馆学,(校本部),,不限,2.0,4.0,5000.0,662.0,32.0,670.0,31.0,0.0,0.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,55,文科试验班类,(国关)(社会学类)(校本部),,不限,2.0,4.0,5000.0,662.0,32.0,675.0,31.0,662.0,5.0,0.0,0.0
10001,北京大学,本科批,本科,历史,205,56,英语,(校本部),(语种要求：英语),不限,2.0,4.0,5000.0,662.0,32.0,671.0,31.0,651.0,28.0,0.0,0.0
10001,北京大学,特殊类型招生批,特殊类型招生,历史,705,13,英语,(校本部)(高校专项计划),(语种要求：英语),不限,1.0,4.0,5000.0,,,,,,,,
10001,北京大学,特殊类型招生批,特殊类型招生,历史,706,18,体育教育,(校本部)(高水平运动队),,不限,0.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,本科提前批,提前批本科.非军检院校,历史,103,1,外国语言文学类,(日语，俄语，德语，法语，西班牙语)(校本部),(语种要求：英语),不限,1.0,4.0,6000.0,641.0,245.0,651.0,196.0,630.0,217.0,0.0,0.0
10002,中国人民大学,本科提前批,提前批本科.非军检院校,历史,103,2,外国语言文学类,(涉外法治创新人才班)(日语，俄语，德语，法语，西班牙语)(“文学+法学”双主学士学位)(校本部),(语种要求：英语),不限,1.0,4.0,6000.0,641.0,245.0,651.0,196.0,630.0,217.0,0.0,0.0
10002,中国人民大学,本科提前批,提前批本科.非军检院校,历史,104,3,中国共产党历史,(校本部),,政治,2.0,4.0,5000.0,651.0,123.0,664.0,65.0,0.0,0.0,0.0,0.0
10002,中国人民大学,本科提前批,提前批本科.非军检院校,历史,104,4,马克思主义理论,(校本部),,政治,2.0,4.0,5000.0,651.0,123.0,659.0,98.0,634.0,148.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,19,法学,(含：涉外法治战略人才班；含：哈佛大学、鲁汶大学、新加坡国立大学等院际交换项目，“亚洲校园+”项目(中日韩三国政府奖学金支持)、中欧欧洲法国际组织后备人才培养项目(国家留基委资助))(北京市),,不限,5.0,4.0,5000.0,659.0,53.0,666.0,54.0,645.0,48.0,656.0,52.0
10002,中国人民大学,本科批,本科,历史,205,20,新闻传播学类,(新闻学，广播电视学，广告学，传播学，国际新闻与传播)(含：培养智能传播、全媒体新闻生产、国际传播、视听传播人才；含：国际新闻传播战略人才班；含：与多所世界知名大学新闻院系联合培养项目)(北京市),,不限,5.0,4.0,5000.0,648.0,150.0,654.0,147.0,638.0,104.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,21,人文科学试验班,(哲学，宗教学，伦理学，汉语言文学，汉语言，历史学，世界史，考古学，中国古典学)(含：相关国外高校联合培养、学生交换、互访研学、交流等项目，具体培养模式和学习费用请查看学校网站)(北京市),,不限,3.0,4.0,5000.0,648.0,150.0,658.0,110.0,639.0,96.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,22,人文科学试验班,"(历史政治学拔尖人才班)(历史学)(""历史学+政治学""双主学位)(北京市)",,不限,2.0,4.0,5000.0,648.0,150.0,658.0,110.0,639.0,96.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,23,中国古典学,(拔尖人才班)(北京市),,不限,1.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,本科批,本科,历史,205,24,金融学类,(金融学，保险学)(含：相关国外高校访学、暑期学校、联合培养等项目，具体培养模式和学习费用请查看学校网站)(北京市),,不限,6.0,4.0,5000.0,648.0,150.0,659.0,98.0,638.0,104.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,25,财政学类,(财政学，税收学)(含：相关国外高校访学、暑期学校、联合培养等项目，具体培养模式和学习费用请查看学校网站)(北京市),,不限,4.0,4.0,5000.0,648.0,150.0,658.0,110.0,636.0,124.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,26,经济学类,(经济学，国民经济管理，能源经济，国际经济与贸易)(含：美国伊利诺伊大学香槟分校、美国威斯康星大学麦迪逊分校、英国曼彻斯特大学、日本九州大学等名校联合培养项目；含：英国牛津大学、德国波鸿鲁尔大学等夏/冬令营项目)(北京市),,不限,8.0,4.0,5000.0,648.0,150.0,660.0,88.0,640.0,87.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,27,社会学类,(社会学，社会工作)(含：美国芝加哥大学、美国加州大学、美国密歇根大学等交换项目(专项奖学金支持)；含：田野课堂、“航笙优才“培养项目)(北京市),,不限,3.0,4.0,5000.0,648.0,150.0,657.0,116.0,636.0,124.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,28,工商管理类,(数智化)(工商管理，财务管理，会计学，市场营销，贸易经济)(含：中、意、美三学位管理学战略人才班；含：贸易经济(国际商务)、会计学(智能会计)专业；含：新加坡南洋理工大学、西班牙ESADE商学院、荷兰阿姆斯特丹大学、比利时KULeuven等交流项目)(北京市),,不限,11.0,4.0,5000.0,648.0,150.0,656.0,123.0,637.0,114.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,29,应用心理学,(国家一流本科专业-双维课程、双重导师、双轮实践、双向视野)(北京市),,不限,1.0,4.0,5000.0,648.0,150.0,653.0,163.0,0.0,0.0,0.0,0.0
10002,中国人民大学,本科批,本科,历史,205,30,人力资源管理,(经管交叉)(含：人力资源管理、劳动经济、劳动与社会保障、劳动关系专业；含：“数字化人才管理”荣誉辅修项目)(北京市),,不限,4.0,4.0,5000.0,648.0,150.0,655.0,136.0,633.0,165.0,647.0,123.0
10002,中国人民大学,本科批,本科,历史,205,31,资源与环境经济学,(培养绿色低碳发展前沿的生态文明建设人才)(北京市),,不限,2.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,本科批,本科,历史,205,32,资源与环境经济学,(生态经济拔尖人才班)(北京市),,不限,1.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,本科批,本科,历史,205,33,公共管理类,(行政、土地、城市)(行政管理，城市管理，土地资源管理)(含：与美国华盛顿大学、英国剑桥大学、德国慕尼黑工业大学、荷兰格罗宁根大学、日本一桥大学等学生交换项目)(北京市),,不限,3.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,本科批,本科,历史,205,34,信息资源管理,(新媒体与数据管理创新人才班)(“管理学+文学”双主学位)(北京市),,不限,2.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,特殊类型招生批,特殊类型招生,历史,703,5,农业经济管理类,(农林经济管理，农村区域发展)(高考文化课成绩总分(含：政策性加分)须达到特殊类型招生录取控制分数线上70分)(校本部)(高校专项计划),,不限,1.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,特殊类型招生批,特殊类型招生,历史,703,6,档案学,(高考文化课成绩总分(含：政策性加分)须达到特殊类型招生录取控制分数线上70分)(校本部)(高校专项计划),,不限,1.0,4.0,5000.0,,,,,,,,
10002,中国人民大学,特殊类型招生批,特殊类型招生,历史,703,7,人力资源管理,(高考文化课成绩总分(含：政策性加分)须达到特殊类型招生录取控制分数线上70分)(校本部)(高校专项计划),,不限,1.0,4.0,5000.0,,,,,,,,
10003,清华大学,本科提前批,提前批本科.非军检院校,历史,104,1,马克思主义理论,(校本部),,政治,1.0,4.0,5000.0,665.0,20.0,673.0,31.0,653.0,21.0,0.0,0.0
10003,清华大学,本科批,本科,历史,203,21,文科试验班类,(经济、金融与管理)(经济与金融(国际班))(北京市),,不限,1.0,4.0,5000.0,665.0,19.0,674.0,31.0,656.0,8.0,0.0,0.0
10003,清华大学,本科批,本科,历史,203,22,法学类,(法学(含：国际班))(北京市),,不限,1.0,4.0,5000.0,665.0,19.0,674.0,31.0,655.0,13.0,0.0,0.0
10003,清华大学,本科批,本科,历史,203,23,文科试验班类,(至善书院)(经济学，社会学)(北京市),,不限,1.0,4.0,5000.0,665.0,19.0,674.0,31.0,656.0,8.0,0.0,0.0
10003,清华大学,本科批,本科,历史,203,24,文科试验班类,(外文实验班)(英语)(北京市),,不限,1.0,4.0,5000.0,665.0,19.0,674.0,31.0,656.0,8.0,0.0,0.0
10003,清华大学,特殊类型招生批,特殊类型招生,历史,704,6,体育教育,(双学士学位)(校本部)(高水平运动队),,不限,0.0,4.0,5000.0,,,,,,,,
10004,北京交通大学,本科批,本科,历史,205,3,新闻传播学类,(网络与新媒体，国际新闻与传播)(卓越人才拔尖班，具体培养模式请查看学校网站)(校本部),,不限,2.0,4.0,5000.0,594.0,3847.0,602.0,3144.0,589.0,2929.0,0.0,0.0
10004,北京交通大学,本科批,本科,历史,207,2,文科试验班类,(工商管理，会计学)(经济管理人才试点班)(校本部),,不限,4.0,4.0,5000.0,,,,,,,,
10004,北京交通大学,本科批,本科,历史,207,4,法学,(校本部),,不限,4.0,4.0,5000.0,594.0,3847.0,602.0,3144.0,588.0,3066.0,605.0,2467.0
10006,北京航空航天大学,本科批,本科,历史,206,12,社会科学试验班,(经济学，行政管理，法学)(含：“人工智能+行政管理”“法学+人工智能”双学位项目，具体包含：专业请查看学校网站)(学院路校区),,不限,4.0,4.0,5000.0,625.0,818.0,626.0,1041.0,605.0,1264.0,0.0,0.0
10006,北京航空航天大学,本科批,本科,历史,206,13,社会科学试验班,(外语交叉学科人才培养试验班)(英语，翻译)(含：“英语+金融学”“翻译+人工智能”双学位项目)(学院路校区),,不限,2.0,4.0,5500.0,625.0,818.0,626.0,1041.0,605.0,1264.0,0.0,0.0
10006,北京航空航天大学,特殊类型招生批,特殊类型招生,历史,704,2,运动康复,(学院路校区)(高水平运动队),,不限,0.0,4.0,5500.0,,,,,,,,
10007,北京理工大学,本科批,本科,历史,204,8,社会科学试验班,(徐特立英才班)(法学，工商管理，公共事业管理)(培养国际组织和全球治理人才)(北京市),,不限,3.0,4.0,5000.0,611.0,1765.0,613.0,1977.0,0.0,0.0,0.0,0.0
10007,北京理工大学,本科批,本科,历史,204,9,社会科学试验班,(管理与经济)(工商管理(含：数字创新管理方向)，工商管理(含：AI双学位)，经济学，国际经济与贸易(含：数字金融、数字贸易方向))(北京市),,不限,5.0,4.0,5000.0,611.0,1765.0,613.0,1977.0,0.0,0.0,0.0,0.0
10007,北京理工大学,本科批,本科,历史,204,10,社会科学试验班,(人文社科)(法学(含：AI双学位)，法学，社会工作，英语，日语，德语，西班牙语)(含：法学(中国政法大学联合培养)、德语(含：车辆工程双学位)、英语(含：法学双学位))(北京市),,不限,8.0,4.0,5000.0,611.0,1765.0,613.0,1977.0,0.0,0.0,0.0,0.0
10007,北京理工大学,特殊类型招生批,特殊类型招生,历史,704,1,体育教育,(北京市)(高水平运动队),,不限,0.0,4.0,5000.0,,,,,,,,
10008,北京科技大学,本科批,本科,历史,209,4,工商管理类,(数智管理试验班)(工商管理(工商、智能双学士学位)，会计学)(校本部)(不招单色识别不全者),,不限,2.0,4.0,5000.0,596.0,3469.0,0.0,0.0,0.0,0.0,0.0,0.0
10008,北京科技大学,本科批,本科,历史,209,5,社会科学试验班,(法学，社会工作，社会工作(社会管理)，行政管理)(校本部),,不限,2.0,4.0,5000.0,597.0,3312.0,0.0,0.0,0.0,0.0,0.0,0.0
10008,北京科技大学,本科批,本科,历史,209,6,外国语言文学类,(英语，日语，德语)(校本部),(语种要求：英语),不限,5.0,4.0,5000.0,593.0,3913.0,0.0,0.0,0.0,0.0,0.0,0.0
10008,北京科技大学,特殊类型招生批,特殊类型招生,历史,704,1,体育教育,(校本部)(高水平运动队),,不限,0.0,4.0,5000.0,,,,,,,,
10010,北京化工大学,本科批,本科,历史,207,4,工商管理类,(新文科经管法)(财务管理，会计学，工商管理，国际经济与贸易，行政管理，公共事业管理，法学)(北京市),,不限,9.0,4.0,5000.0,577.0,6981.0,584.0,6046.0,568.0,6923.0,0.0,0.0
10010,北京化工大学,本科批,本科,历史,207,5,法学,(卓越实验班)(北京市),,不限,1.0,4.0,5000.0,577.0,6981.0,591.0,4772.0,574.0,5492.0,589.0,5152.0
10010,北京化工大学,本科批,本科,历史,207,6,英语,(北京市),,不限,2.0,4.0,5000.0,577.0,6981.0,587.0,5464.0,568.0,6923.0,583.0,6485.0
10010,北京化工大学,特殊类型招生批,特殊类型招生,历史,704,1,社会体育指导与管理,(北京市)(高水平运动队),,不限,0.0,4.0,5000.0,,,,,,,,
10012,北京服装学院,本科批,本科,历史,206,6,传播学,(北京市)(不招色盲且不招单色识别不全者),,不限,1.0,4.0,4200.0,513.0,31068.0,532.0,22728.0,532.0,20613.0,547.0,20316.0
10012,北京服装学院,本科批,本科,历史,206,7,广告学,(北京市)(不招色盲且不招单色识别不全者),,不限,2.0,4.0,4200.0,513.0,31068.0,543.0,18012.0,540.0,16827.0,546.0,20638.0
10015,北京印刷学院,本科批,本科,历史,205,5,网络与新媒体,(主校区),,不限,1.0,4.0,4200.0,531.0,22341.0,542.0,18428.0,0.0,0.0,0.0,0.0
10019,中国农业大学,本科批,本科,历史,205,6,经济学类,(国际经济与贸易，金融学，农林经济管理)(北京市海淀区),,不限,6.0,4.0,5000.0,,,,,,,,
10019,中国农业大学,本科批,本科,历史,205,13,工商管理类,(工商管理，会计学)(含：工商管理、会计学、大数据管理与应用专业)(北京市海淀区),,不限,2.0,4.0,5000.0,,,,,,,,
10019,中国农业大学,本科批,本科,历史,206,7,国际经济与贸易,(与美国科罗拉多大学(丹佛)中外合作办学项目，学费国内第一学年100000元/学年，第二至四学年129800元/学年；如出国学习，合作院校将按留学生标准收取学费；具体情况请查看学校网站)(北京市海淀区)(中外合作办学),,不限,2.0,4.0,,583.0,5770.0,596.0,3954.0,583.0,3808.0,598.0,3560.0
10019,中国农业大学,本科批,本科,历史,206,8,传播学,(与美国科罗拉多大学(丹佛)中外合作办学项目，学费国内第一学年100000元/学年，第二至四学年起129800元/学年；如出国学习，合作院校将按留学生标准收取学费；具体情况请查看学校网站)(北京市海淀区)(中外合作办学),,不限,2.0,4.0,,583.0,5770.0,598.0,3680.0,582.0,3991.0,594.0,4112.0
10019,中国农业大学,本科批,本科,历史,206,9,农林经济管理,(与美国俄克拉荷马州立大学中外合作办学项目，学费国内第一学年88000元/学年，第二至四学年95000元/学年；出国学习阶段，合作院校将按留学生标准收取学费；具体情况请查看学校网站)(北京市海淀区)(中外合作办学),,不限,2.0,4.0,,583.0,5770.0,600.0,3397.0,583.0,3808.0,597.0,3577.0
10019,中国农业大学,本科批,本科,历史,209,10,市场营销,(不得转入此类型以外专业)(第一学年北京市海淀区，第二至四学年山东省烟台市),,不限,3.0,4.0,5000.0,,,,,,,,
10019,中国农业大学,本科批,本科,历史,209,11,公共事业管理,(不得转入此类型以外专业)(第一学年北京市海淀区，第二至四学年山东省烟台市),,不限,2.0,4.0,5000.0,,,,,,,,
10019,中国农业大学,本科批,本科,历史,209,12,电子商务,(不得转入此类型以外专业)(第一学年北京市海淀区，第二至四学年山东省烟台市),,不限,2.0,4.0,5000.0,,,,,,,,
10022,北京林业大学,本科批,本科,历史,220,7,国际经济与贸易,(校本部)(不招单色识别不全者),,不限,2.0,4.0,5000.0,575.0,7382.0,580.0,6825.0,572.0,5961.0,597.0,3629.0
10022,北京林业大学,本科批,本科,历史,220,8,工商管理类,(会计学，工商管理，人力资源管理，物业管理)(校本部)(不招单色识别不全者),,不限,4.0,4.0,5000.0,575.0,7382.0,578.0,7284.0,571.0,6197.0,0.0,0.0
10022,北京林业大学,本科批,本科,历史,220,9,农林经济管理,(梁希实验班)(校本部)(不招单色识别不全者),,不限,1.0,4.0,5000.0,575.0,7382.0,602.0,3144.0,575.0,5299.0,0.0,0.0
10022,北京林业大学,本科批,本科,历史,220,10,法学,(校本部),,不限,2.0,4.0,5000.0,575.0,7382.0,594.0,4264.0,579.0,4512.0,594.0,4178.0
10022,北京林业大学,本科批,本科,历史,220,11,英语,(校本部),,不限,2.0,4.0,6000.0,575.0,7382.0,581.0,6642.0,575.0,5299.0,595.0,3951.0
10022,北京林业大学,本科批,本科,历史,220,12,商务英语,(校本部),,不限,1.0,4.0,6000.0,575.0,7382.0,577.0,7495.0,571.0,6197.0,593.0,4435.0
10022,北京林业大学,本科批,本科,历史,221,3,风景园林,(校本部)(不招色盲色弱),,不限,2.0,4.0,5500.0,580.0,6292.0,589.0,5092.0,584.0,3673.0,601.0,3043.0
10022,北京林业大学,本科批,本科,历史,221,4,风景园林,(梁希实验班)(校本部)(不招色盲色弱),,不限,1.0,4.0,5500.0,580.0,6292.0,589.0,5092.0,584.0,3673.0,601.0,3043.0
10022,北京林业大学,本科批,本科,历史,221,6,城乡规划,(五年制)(校本部)(不招色盲),,不限,1.0,5.0,5500.0,580.0,6292.0,586.0,5662.0,574.0,5492.0,594.0,4120.0
10022,北京林业大学,本科批,本科,历史,224,2,自然地理与资源环境,(校本部)(不招色盲),,地理,2.0,4.0,5500.0,576.0,7111.0,592.0,4622.0,577.0,4862.0,590.0,4880.0
10022,北京林业大学,本科批,本科,历史,225,5,园林,(校本部)(不招色盲色弱),,生物,2.0,4.0,5000.0,580.0,6282.0,586.0,5662.0,572.0,5961.0,597.0,3702.0
10026,北京中医药大学,本科批,本科,历史,208,2,针灸推拿学,(良乡校区)(不招色盲色弱),,不限,1.0,5.0,5800.0,,,,,,,,
10026,北京中医药大学,本科批,本科,历史,208,3,公共事业管理,(卫生管理)(良乡校区)(不招色盲色弱且不招单色识别不全者),,不限,1.0,4.0,5000.0,,,,,,,,
10026,北京中医药大学,本科批,本科,历史,208,4,法学,(医药卫生)(良乡校区),,不限,1.0,4.0,5000.0,582.0,5882.0,587.0,5464.0,574.0,5492.0,0.0,0.0
10026,北京中医药大学,本科批,本科,历史,208,5,英语,(医学)(良乡校区),,不限,1.0,4.0,5800.0,582.0,5882.0,581.0,6642.0,578.0,4688.0,0.0,0.0
10026,北京中医药大学,本科批,本科,历史,208,6,英语,(中医药国际传播)(良乡校区),,不限,1.0,4.0,5800.0,582.0,5882.0,581.0,6642.0,578.0,4688.0,0.0,0.0
10027,北京师范大学,本科提前批,提前批本科.非军检院校,历史,104,1,俄语,(北京校区),(语种要求：英语),不限,2.0,4.0,6000.0,615.0,1417.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,北京师范大学,本科提前批,提前批本科.非军检院校,历史,104,2,日语,(北京校区),(语种要求：英语),不限,2.0,4.0,6000.0,615.0,1417.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,北京师范大学,本科提前批,提前批本科.非军检院校,历史,105,3,特殊教育,(师范)(本专业为本研衔接公费教育，除须符合我校招生体检实施细则相关要求外，还须满足教师资格认定相关体检标准，具体培养模式请查看学校网站；定向就业范围：惠州市1人，汕尾市2人，茂名市2人，清远市2人，揭阳市1人；国家公费师范生入学前需与学校和广东省教育厅签订《师范生公费教育协议》)(北京校区)(国家免费师范生)(不招色盲色弱且不招单色识别不全者),,不限,8.0,4.0,,598.0,3266.0,0.0,0.0,0.0,0.0,0.0,0.0
10027,北京师范大学,本科批,本科,历史,211,13,哲学,(北京校区),,不限,3.0,4.0,4800.0,636.0,378.0,646.0,303.0,626.0,290.0,639.0,244.0
10027,北京师范大学,本科批,本科,历史,211,14,汉语言文学,(北京校区),,不限,2.0,4.0,4800.0,636.0,378.0,651.0,196.0,631.0,194.0,644.0,171.0
10027,北京师范大学,本科批,本科,历史,211,16,社会学,(“社会学+心理学”双学位复合型人才培养项目)(北京校区),,不限,2.0,4.0,5000.0,636.0,378.0,644.0,358.0,625.0,311.0,640.0,227.0
10027,北京师范大学,本科批,本科,历史,211,17,教育学类,(教育学，学前教育，特殊教育)(含：教育技术学专业)(北京校区),,不限,3.0,4.0,4800.0,636.0,378.0,644.0,358.0,629.0,231.0,0.0,0.0
10027,北京师范大学,本科批,本科,历史,211,18,公共管理类,(人力资源管理，公共事业管理)(含：信息管理与信息系统(大数据治理)专业)(北京校区)(不招单色识别不全者),,不限,2.0,4.0,4800.0,636.0,378.0,642.0,412.0,0.0,0.0,0.0,0.0
10027,北京师范大学,本科批,本科,历史,211,19,历史学类,(历史学，考古学)(北京校区),,不限,2.0,4.0,4800.0,636.0,378.0,644.0,358.0,626.0,290.0,0.0,0.0
10027,北京师范大学,本科批,本科,历史,218,15,戏剧影视文学,(入学后不能转为非艺术类专业；高考文化课成绩总分须达到特殊类型招生录取控制分数线，具体培养模式和学习费用请查看学校网站)(北京校区),,不限,2.0,4.0,8000.0,623.0,920.0,635.0,629.0,612.0,826.0,631.0,509.0
10028,首都师范大学,本科批,本科,历史,208,1,中国语言文学类,(汉语言文学，汉语国际教育，秘书学)(北京市),,不限,2.0,4.0,5000.0,584.0,5545.0,591.0,4772.0,0.0,0.0,0.0,0.0
10028,首都师范大学,本科批,本科,历史,208,2,英语,(北京市),(语种要求：英语),不限,2.0,4.0,6000.0,584.0,5545.0,588.0,5265.0,0.0,0.0,0.0,0.0
10028,首都师范大学,本科批,本科,历史,208,3,法学,(北京市),,不限,2.0,4.0,5000.0,584.0,5545.0,588.0,5265.0,0.0,0.0,0.0,0.0
10028,首都师范大学,本科批,本科,历史,208,4,文化遗产,(北京市),,不限,2.0,4.0,5000.0,584.0,5545.0,588.0,5265.0,0.0,0.0,0.0,0.0
10029,首都体育学院,本科批,本科,历史,204,2,新闻学,(培养体育新闻人才)(校本部),,不限,2.0,4.0,4200.0,521.0,27237.0,538.0,20109.0,0.0,0.0,0.0,0.0
10029,首都体育学院,本科批,本科,历史,204,3,体育经济与管理,(校本部),,不限,2.0,4.0,4200.0,521.0,27237.0,538.0,20109.0,0.0,0.0,0.0,0.0
10030,北京外国语大学,本科批,本科,历史,211,12,国际经济与贸易,(校本部),,不限,1.0,4.0,5000.0,604.0,2497.0,608.0,2467.0,596.0,2075.0,612.0,1683.0
10030,北京外国语大学,本科批,本科,历史,211,13,法学,(校本部),,不限,1.0,4.0,5000.0,604.0,2497.0,612.0,2068.0,595.0,2168.0,614.0,1499.0
10030,北京外国语大学,本科批,本科,历史,211,16,汉语言文学,(校本部),,不限,1.0,4.0,5000.0,,,,,,,,
10030,北京外国语大学,本科批,本科,历史,211,17,英语,(校本部),(语种要求：英语),不限,2.0,4.0,6000.0,617.0,1282.0,615.0,1787.0,624.0,332.0,634.0,400.0
10030,北京外国语大学,本科批,本科,历史,211,18,英语,(国别与区域研究)(校本部),(语种要求：英语),不限,2.0,4.0,6000.0,617.0,1282.0,615.0,1787.0,624.0,332.0,634.0,400.0
10030,北京外国语大学,本科批,本科,历史,211,19,英语,(外语教育)(校本部),(语种要求：英语),不限,2.0,4.0,6000.0,617.0,1282.0,615.0,1787.0,624.0,332.0,634.0,400.0
10030,北京外国语大学,本科批,本科,历史,211,20,英语,(中国政法大学联合培养涉外法治人才)(校本部),(语种要求：英语),不限,1.0,4.0,6000.0,617.0,1282.0,615.0,1787.0,624.0,332.0,634.0,400.0
10030,北京外国语大学,本科批,本科,历史,211,21,俄语,(校本部),,不限,2.0,4.0,6000.0,604.0,2497.0,633.0,711.0,594.0,2277.0,0.0,0.0
10030,北京外国语大学,本科批,本科,历史,211,22,德语,(校本部),,不限,2.0,4.0,6000.0,604.0,2497.0,616.0,1707.0,0.0,0.0,0.0,0.0
10030,北京外国语大学,本科批,本科,历史,211,23,西班牙语,(校本部),,不限,1.0,4.0,6000.0,604.0,2497.0,610.0,2262.0,0.0,0.0,638.0,280.0
10030,北京外国语大学,本科批,本科,历史,211,24,西班牙语,(葡语)(校本部),,不限,1.0,4.0,6000.0,604.0,2497.0,610.0,2262.0,0.0,0.0,638.0,280.0
