院校代码,院校名称,批次,招生备注,科类,专业组代码,专业序号,专业名称,专业备注,语种要求,选科要求,计划招数,学制,学费,2024_最低分,2024_最低位次,2023_最低分,2023_最低位次,2022_最低分,2022_最低位次,2021_最低分,2021_最低位次
10741,兰州财经大学,本科批,本科,历史,207,7,税收学,(和平校区),,不限,2.0,4.0,3800.0,497.0,40989.0,498.0,41391.0,509.0,34790.0,520.0,35865.0
10741,兰州财经大学,本科批,本科,历史,211,10,金融学,(121中俄实验班)(东岗校区),(语种要求：英语),不限,3.0,4.0,12000.0,497.0,40989.0,496.0,42735.0,0.0,0.0,0.0,0.0
10741,兰州财经大学,本科批,本科,历史,211,11,会计学,(121中美实验班)(东岗校区),(语种要求：英语),不限,3.0,4.0,12000.0,497.0,40989.0,520.0,28387.0,518.0,28808.0,532.0,28508.0
10741,兰州财经大学,本科批,本科,历史,213,12,国际商务,(中英实验班)(东岗校区),(语种要求：英语),不限,3.0,4.0,,491.0,44922.0,501.0,39411.0,509.0,34790.0,521.0,35088.0
10742,西北民族大学,本科批,本科,历史,207,3,阿拉伯语,(榆中校区),(语种要求：英语),不限,2.0,4.0,4400.0,500.0,39248.0,500.0,40074.0,515.0,30756.0,518.0,36887.0
10742,西北民族大学,本科批,本科,历史,208,2,社会学,(榆中校区),,不限,2.0,4.0,3800.0,511.0,32431.0,512.0,32868.0,508.0,35492.0,0.0,0.0
10742,西北民族大学,本科批,本科,历史,209,1,法学,(榆中校区),,政治,2.0,4.0,3800.0,528.0,23702.0,519.0,28917.0,515.0,30756.0,522.0,34747.0
10743,青海大学,本科批,本科,历史,207,1,经济学,(校本部),,不限,1.0,4.0,4720.0,,,,,,,,
10743,青海大学,本科批,本科,历史,207,2,金融学,(校本部),,不限,1.0,4.0,4720.0,,,,,,,,
10743,青海大学,本科批,本科,历史,207,3,工商管理,(校本部),,不限,1.0,4.0,4720.0,,,,,,,,
10743,青海大学,本科批,本科,历史,207,4,会计学,(校本部),,不限,1.0,4.0,4720.0,,,,,,,,
10743,青海大学,本科批,本科,历史,207,5,人力资源管理,(校本部),,不限,1.0,4.0,4720.0,,,,,,,,
10746,青海师范大学,本科批,本科,历史,205,3,英语,(师范)(主校区),(语种要求：英语),不限,2.0,4.0,4500.0,518.0,28358.0,521.0,27925.0,512.0,32701.0,517.0,37628.0
10746,青海师范大学,本科批,本科,历史,206,1,汉语言文学,(师范)(主校区),,不限,7.0,4.0,4500.0,519.0,28061.0,522.0,27427.0,516.0,30106.0,525.0,32294.0
10746,青海师范大学,本科批,本科,历史,206,2,法学,(主校区),,不限,2.0,4.0,4500.0,519.0,28061.0,522.0,27427.0,508.0,35492.0,515.0,39368.0
10748,青海民族大学,本科批,本科,历史,203,1,旅游管理,(东序校区),,不限,3.0,4.0,4500.0,,,,,,,,
10749,宁夏大学,本科批,本科,历史,205,1,汉语言文学,(校本部),,不限,3.0,4.0,4400.0,564.0,10239.0,566.0,10297.0,552.0,11980.0,560.0,14176.0
10749,宁夏大学,本科批,本科,历史,205,2,法学,(校本部),,不限,4.0,4.0,4400.0,564.0,10239.0,565.0,10591.0,549.0,13140.0,560.0,14077.0
10749,宁夏大学,本科批,本科,历史,205,3,应用心理学,(校本部),,不限,3.0,4.0,4800.0,,,,,,,,
10753,宁夏师范大学,本科批,本科,历史,204,2,学前教育,(师范)(古雁校区),,不限,1.0,4.0,4000.0,,,,,,,,
10753,宁夏师范大学,本科批,本科,历史,205,3,公共事业管理,(古雁校区),,不限,4.0,4.0,4000.0,,,,,,,,
10753,宁夏师范大学,本科批,本科,历史,206,1,政治学与行政学,(古雁校区),,政治,2.0,4.0,4000.0,,,,,,,,
10755,新疆大学,本科批,本科,历史,208,5,俄语,(红湖校区),(成绩要求：外语≥90)(语种要求：英语+俄语),不限,2.0,4.0,3800.0,557.0,12372.0,539.0,19696.0,536.0,18665.0,0.0,0.0
10755,新疆大学,本科批,本科,历史,209,1,行政管理,(红湖校区),,不限,2.0,4.0,3100.0,549.0,14828.0,553.0,14282.0,542.0,16011.0,0.0,0.0
10755,新疆大学,本科批,本科,历史,209,2,法学,(教育部卓越法律人才教育培养基地)(红湖校区),,不限,2.0,4.0,3800.0,549.0,14828.0,563.0,11165.0,0.0,0.0,0.0,0.0
10755,新疆大学,本科批,本科,历史,209,3,汉语言文学,(红湖校区),,不限,2.0,4.0,3100.0,549.0,14828.0,563.0,11165.0,548.0,13538.0,0.0,0.0
10755,新疆大学,本科批,本科,历史,209,4,新闻传播学类,(广告学，新闻学)(具体专业分流情况请查看学校网站)(红湖校区),,不限,2.0,4.0,3800.0,549.0,14828.0,552.0,14654.0,543.0,15597.0,0.0,0.0
10758,新疆农业大学,本科批,本科,历史,209,4,农林经济管理,(亚心校区),,不限,2.0,4.0,3500.0,,,,,,,,
10758,新疆农业大学,本科批,本科,历史,210,1,经济与贸易类,(国际经济与贸易)(中英双语教学，请非英语语种的考生慎重报考；具体专业分流情况请查看学校网站)(亚心校区),(成绩要求：外语≥90),不限,5.0,4.0,18000.0,489.0,46444.0,492.0,45424.0,494.0,46236.0,0.0,0.0
10758,新疆农业大学,本科批,本科,历史,210,3,工商管理类,(会计学，人力资源管理，市场营销)(中英双语教学，请非英语语种的考生慎重报考；具体专业分流情况请查看学校网站)(亚心校区),(成绩要求：外语≥90),不限,10.0,4.0,18000.0,489.0,46444.0,489.0,47487.0,490.0,49659.0,0.0,0.0
10758,新疆农业大学,本科批,本科,历史,211,2,英语,(亚心校区),(成绩要求：外语≥95)(语种要求：英语),不限,3.0,4.0,3800.0,492.0,44407.0,493.0,44727.0,496.0,44617.0,498.0,52200.0
10762,新疆师范大学,本科提前批,提前批本科.非军检院校,历史,101,1,马克思主义理论,(温泉校区),,政治,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,211,16,英语,(师范)(温泉校区),(语种要求：英语),不限,1.0,4.0,3800.0,504.0,36164.0,514.0,31640.0,508.0,35492.0,531.0,28656.0
10762,新疆师范大学,本科批,本科,历史,211,19,翻译,(温泉校区),(语种要求：英语),不限,1.0,4.0,3800.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,3,公共事业管理,(温泉校区),,不限,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,4,法学,(温泉校区),,不限,1.0,4.0,3100.0,507.0,34851.0,518.0,29425.0,0.0,0.0,521.0,35050.0
10762,新疆师范大学,本科批,本科,历史,212,5,纪检监察,(温泉校区),,不限,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,7,历史学,(师范)(温泉校区),,不限,3.0,4.0,3100.0,507.0,34851.0,512.0,32868.0,0.0,0.0,526.0,31559.0
10762,新疆师范大学,本科批,本科,历史,212,8,文物与博物馆学,(温泉校区),,不限,1.0,4.0,3100.0,507.0,34851.0,508.0,35176.0,0.0,0.0,525.0,32593.0
10762,新疆师范大学,本科批,本科,历史,212,9,社会工作,(温泉校区),,不限,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,10,民族学,(温泉校区),,不限,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,11,小学教育,(师范)(温泉校区),,不限,1.0,4.0,3500.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,12,特殊教育,(师范)(温泉校区),,不限,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,13,学前教育,(师范)(温泉校区),,不限,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,14,汉语言文学,(师范)(温泉校区),,不限,4.0,4.0,3100.0,507.0,34851.0,519.0,28917.0,514.0,31417.0,531.0,28568.0
10762,新疆师范大学,本科批,本科,历史,212,15,中国少数民族语言文学,(维吾尔语言)(培养民汉双语翻译人才)(温泉校区),,不限,1.0,4.0,,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,17,俄语,(温泉校区),,不限,1.0,4.0,3800.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,18,日语,(温泉校区),,不限,1.0,4.0,3800.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,212,20,汉语国际教育,(温泉校区),,不限,1.0,4.0,3800.0,507.0,34851.0,512.0,32868.0,513.0,32044.0,527.0,31406.0
10762,新疆师范大学,本科批,本科,历史,213,2,思想政治教育,(师范)(温泉校区),,政治,1.0,4.0,3100.0,,,,,,,,
10762,新疆师范大学,本科批,本科,历史,213,6,政治学与行政学,(温泉校区),,政治,1.0,4.0,3100.0,,,,,,,,
10763,喀什大学,本科批,本科,历史,210,1,法学,(新泉校区),,不限,5.0,4.0,3100.0,,,,,,,,
10763,喀什大学,本科批,本科,历史,210,3,教育学,(师范)(新泉校区),,不限,2.0,4.0,3100.0,492.0,44071.0,495.0,43374.0,0.0,0.0,0.0,0.0
10763,喀什大学,本科批,本科,历史,210,4,小学教育,(师范)(新泉校区),,不限,2.0,4.0,3100.0,,,,,,,,
10763,喀什大学,本科批,本科,历史,210,5,学前教育,(师范)(新泉校区),,不限,2.0,4.0,3100.0,492.0,44071.0,493.0,44727.0,0.0,0.0,0.0,0.0
10763,喀什大学,本科批,本科,历史,210,6,汉语言文学,(师范)(新泉校区),,不限,4.0,4.0,3100.0,492.0,44071.0,510.0,34004.0,0.0,0.0,0.0,0.0
10763,喀什大学,本科批,本科,历史,210,8,旅游管理,(高台校区),,不限,2.0,4.0,3500.0,,,,,,,,
10763,喀什大学,本科批,本科,历史,210,9,国际经济与贸易,(新泉校区),,不限,2.0,4.0,3200.0,,,,,,,,
10763,喀什大学,本科批,本科,历史,210,10,财务管理,(新泉校区),,不限,4.0,4.0,3500.0,,,,,,,,
10763,喀什大学,本科批,本科,历史,210,11,跨境电子商务,(新泉校区),,不限,2.0,4.0,3500.0,,,,,,,,
10763,喀什大学,本科批,本科,历史,211,7,地理科学,(师范)(新泉校区),,地理,2.0,4.0,3500.0,494.0,43119.0,0.0,0.0,0.0,0.0,0.0,0.0
10763,喀什大学,本科批,本科,历史,212,2,思想政治教育,(师范)(新泉校区),,政治,4.0,4.0,3100.0,495.0,42062.0,504.0,37530.0,0.0,0.0,0.0,0.0
10764,伊犁师范大学,本科批,本科,历史,211,6,英语,(师范)(校本部),(成绩要求：外语≥85)(语种要求：英语),不限,3.0,4.0,3800.0,,,,,,,,
10764,伊犁师范大学,本科批,本科,历史,212,2,贸易经济,(东校区),,不限,2.0,4.0,3200.0,,,,,,,,
10764,伊犁师范大学,本科批,本科,历史,212,3,会计学,(东校区),,不限,2.0,4.0,3200.0,493.0,43679.0,0.0,0.0,0.0,0.0,0.0,0.0
10764,伊犁师范大学,本科批,本科,历史,212,4,法学,(东校区),,不限,3.0,4.0,3100.0,,,,,,,,
10764,伊犁师范大学,本科批,本科,历史,212,5,汉语言文学,(师范)(东校区),,不限,5.0,4.0,3100.0,,,,,,,,
10764,伊犁师范大学,本科批,本科,历史,212,7,广播电视学,(东校区),,不限,2.0,4.0,3500.0,,,,,,,,
10764,伊犁师范大学,本科批,本科,历史,212,8,网络与新媒体,(东校区),,不限,2.0,4.0,3100.0,,,,,,,,
10764,伊犁师范大学,本科批,本科,历史,212,9,历史学,(师范)(东校区),,不限,4.0,4.0,3100.0,,,,,,,,
10764,伊犁师范大学,本科批,本科,历史,213,1,思想政治教育,(师范)(校本部),,政治,4.0,4.0,3100.0,494.0,43030.0,0.0,0.0,0.0,0.0,0.0,0.0
10765,新疆和田学院,本科批,本科,历史,209,2,小学教育,(师范)(昆仑路校区),,不限,5.0,4.0,3500.0,487.0,47260.0,0.0,0.0,0.0,0.0,0.0,0.0
10765,新疆和田学院,本科批,本科,历史,209,4,汉语言文学,(师范)(昆仑路校区),,不限,9.0,4.0,3100.0,,,,,,,,
10765,新疆和田学院,本科批,本科,历史,210,3,学前教育,(师范)(昆仑路校区)(不招色盲色弱且不招单色识别不全者),,不限,9.0,4.0,3100.0,487.0,47260.0,0.0,0.0,0.0,0.0,0.0,0.0
10765,新疆和田学院,本科批,本科,历史,211,1,思想政治教育,(师范)(昆仑路校区),,政治,9.0,4.0,3100.0,490.0,45226.0,0.0,0.0,0.0,0.0,0.0,0.0
10765,新疆和田学院,专科批,专科,历史,511,15,法律事务,(昆仑路校区),,不限,2.0,3.0,2900.0,,,,,,,,
10765,新疆和田学院,专科批,专科,历史,511,16,小学英语教育,(师范)(昆仑路校区),(语种要求：英语),不限,1.0,3.0,2900.0,,,,,,,,
10766,新疆财经大学,本科批,本科,历史,208,14,商务英语,(校本部),(成绩要求：外语≥90)(语种要求：英语),不限,1.0,4.0,3800.0,,,,,,,,
10766,新疆财经大学,本科批,本科,历史,209,1,金融学,(校本部),,不限,1.0,4.0,3200.0,494.0,43047.0,500.0,40074.0,502.0,39966.0,516.0,38846.0
10766,新疆财经大学,本科批,本科,历史,209,2,保险学,(校本部),,不限,1.0,4.0,3200.0,,,,,,,,
10766,新疆财经大学,本科批,本科,历史,209,3,市场营销,(校本部),,不限,1.0,4.0,3200.0,494.0,43047.0,493.0,44727.0,500.0,41466.0,510.0,42431.0
10766,新疆财经大学,本科批,本科,历史,209,4,会计学,(校本部),,不限,1.0,4.0,3200.0,494.0,43047.0,493.0,44727.0,0.0,0.0,0.0,0.0
10766,新疆财经大学,本科批,本科,历史,209,5,财务管理,(校本部),,不限,2.0,4.0,3200.0,494.0,43047.0,497.0,42047.0,508.0,35492.0,515.0,39191.0
10766,新疆财经大学,本科批,本科,历史,209,6,审计学,(校本部),,不限,1.0,4.0,3200.0,,,,,,,,
10766,新疆财经大学,本科批,本科,历史,209,7,经济学,(校本部),,不限,1.0,4.0,3200.0,494.0,43047.0,493.0,44727.0,502.0,39966.0,0.0,0.0
10766,新疆财经大学,本科批,本科,历史,209,8,税收学,(校本部),,不限,1.0,4.0,3200.0,494.0,43047.0,493.0,44727.0,500.0,41466.0,510.0,42513.0
10766,新疆财经大学,本科批,本科,历史,209,9,行政管理,(校本部),,不限,1.0,4.0,3200.0,,,,,,,,
10766,新疆财经大学,本科批,本科,历史,209,10,旅游管理,(校本部),,不限,1.0,4.0,3200.0,,,,,,,,
10766,新疆财经大学,本科批,本科,历史,209,11,会展经济与管理,(校本部),,不限,1.0,4.0,3200.0,494.0,43047.0,493.0,44727.0,0.0,0.0,0.0,0.0
10766,新疆财经大学,本科批,本科,历史,209,13,国际商务,(校本部),,不限,2.0,4.0,3200.0,494.0,43047.0,493.0,44727.0,0.0,0.0,0.0,0.0
10766,新疆财经大学,本科批,本科,历史,209,15,城市管理,(校本部),,不限,1.0,4.0,3100.0,,,,,,,,
10766,新疆财经大学,本科批,本科,历史,210,12,国际经济与贸易,(校本部),(成绩要求：外语≥85),不限,1.0,4.0,3200.0,492.0,44229.0,0.0,0.0,0.0,0.0,0.0,0.0
10768,新疆艺术学院,本科批,本科,历史,210,4,非物质文化遗产保护,(金桥校区),,不限,3.0,4.0,7200.0,,,,,,,,
10768,新疆艺术学院,本科批,本科,历史,210,5,广播电视编导,(金桥校区),,不限,2.0,4.0,7800.0,486.0,48439.0,0.0,0.0,0.0,0.0,0.0,0.0
10768,新疆艺术学院,本科批,本科,历史,210,6,戏剧影视文学,(金桥校区),,不限,1.0,4.0,7800.0,486.0,48439.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,天津城建大学,本科批,本科,历史,211,1,建筑学,(校本部),,不限,1.0,5.0,5400.0,493.0,43413.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,天津城建大学,本科批,本科,历史,211,2,城乡规划,(校本部),,不限,1.0,5.0,5400.0,493.0,43413.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,天津城建大学,本科批,本科,历史,212,3,风景园林,(校本部)(不招色盲色弱且不招单色识别不全者),,不限,1.0,4.0,5400.0,491.0,44779.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,天津城建大学,本科批,本科,历史,213,6,建筑学,(与波兰克拉科夫工业大学中外合作办学项目，具体培养模式和学习费用请查看学校网站)(校本部)(中外合作办学),,不限,2.0,5.0,30000.0,493.0,43413.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,天津城建大学,本科批,本科,历史,214,7,风景园林,(与波兰克拉科夫工业大学中外合作办学项目，具体培养模式和学习费用请查看学校网站)(校本部)(中外合作办学)(不招色盲色弱且不招单色识别不全者),,不限,2.0,4.0,30000.0,491.0,44779.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,天津城建大学,本科批,本科,历史,220,4,城市管理,(校本部)(不招单色识别不全者),,不限,1.0,4.0,4400.0,493.0,43413.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,天津城建大学,本科批,本科,历史,220,5,投资学,(校本部)(不招单色识别不全者),,不限,1.0,4.0,4400.0,493.0,43413.0,0.0,0.0,0.0,0.0,0.0,0.0
10809,山西中医药大学,本科批,本科,历史,205,1,中医学,(校本部)(不招色盲色弱),,不限,5.0,5.0,5635.0,,,,,,,,
10809,山西中医药大学,本科批,本科,历史,205,2,针灸推拿学,(校本部)(不招色盲色弱),,不限,3.0,5.0,5635.0,,,,,,,,
10812,吕梁学院,本科批,本科,历史,204,1,物业管理,(校本部),,不限,1.0,4.0,4500.0,489.0,46081.0,0.0,0.0,0.0,0.0,0.0,0.0
10822,广东白云学院,本科批,本科,历史,218,50,汉语言文学,(北校区),,不限,410.0,4.0,31800.0,473.0,58122.0,473.0,59582.0,464.0,73849.0,0.0,0.0
10822,广东白云学院,本科批,本科,历史,219,51,学前教育,(师范)(北校区),,不限,24.0,4.0,31800.0,471.0,59491.0,471.0,61201.0,457.0,80677.0,462.0,82285.0
10822,广东白云学院,本科批,本科,历史,219,52,小学教育,(师范)(北校区),,不限,90.0,4.0,31800.0,471.0,59491.0,471.0,61201.0,0.0,0.0,0.0,0.0
10822,广东白云学院,本科批,本科,历史,220,53,应用心理学,(北校区),,不限,106.0,4.0,31800.0,467.0,62086.0,471.0,61201.0,457.0,80677.0,465.0,79604.0
10822,广东白云学院,本科批,本科,历史,221,54,建筑学,(北校区),,不限,38.0,5.0,32800.0,452.0,74221.0,458.0,72321.0,457.0,80677.0,462.0,82099.0
10822,广东白云学院,本科批,本科,历史,221,55,风景园林,(北校区),,不限,32.0,4.0,32800.0,452.0,74221.0,458.0,72321.0,457.0,80677.0,0.0,0.0
10822,广东白云学院,本科批,本科,历史,221,56,城乡规划,(北校区),,不限,20.0,5.0,32800.0,452.0,74221.0,458.0,72321.0,457.0,80677.0,462.0,82211.0
10822,广东白云学院,本科批,本科,历史,222,57,英语,(北校区),,不限,102.0,4.0,31800.0,456.0,71488.0,458.0,72321.0,457.0,80677.0,462.0,82277.0
10822,广东白云学院,本科批,本科,历史,222,58,日语,(北校区),,不限,56.0,4.0,31800.0,456.0,71488.0,457.0,73235.0,457.0,80677.0,462.0,82271.0
10822,广东白云学院,本科批,本科,历史,222,59,商务英语,(北校区),,不限,84.0,4.0,31800.0,456.0,71488.0,457.0,73235.0,457.0,80677.0,462.0,82166.0
10822,广东白云学院,本科批,本科,历史,223,60,工商管理,(北校区),,不限,50.0,4.0,31800.0,456.0,71245.0,459.0,71425.0,457.0,80677.0,466.0,78790.0
10822,广东白云学院,本科批,本科,历史,223,61,跨境电子商务,(北校区),,不限,69.0,4.0,31800.0,456.0,71245.0,459.0,71425.0,457.0,80677.0,462.0,82280.0
10822,广东白云学院,本科批,本科,历史,223,62,市场营销,(北校区),,不限,44.0,4.0,31800.0,456.0,71245.0,459.0,71425.0,457.0,80677.0,466.0,78452.0
10822,广东白云学院,本科批,本科,历史,223,63,社会工作,(北校区),,不限,36.0,4.0,31800.0,456.0,71245.0,463.0,67887.0,457.0,80677.0,462.0,82254.0
10822,广东白云学院,本科批,本科,历史,223,64,物流管理,(北校区),,不限,42.0,4.0,31800.0,456.0,71245.0,459.0,71425.0,457.0,80677.0,462.0,82260.0
10822,广东白云学院,本科批,本科,历史,223,65,人力资源管理,(北校区),,不限,65.0,4.0,31800.0,456.0,71245.0,459.0,71425.0,457.0,80677.0,462.0,82267.0
10822,广东白云学院,本科批,本科,历史,224,66,国际经济与贸易,(北校区),,不限,70.0,4.0,31800.0,460.0,68019.0,460.0,70583.0,457.0,80677.0,462.0,82163.0
10822,广东白云学院,本科批,本科,历史,224,67,金融学,(北校区),,不限,74.0,4.0,31800.0,460.0,68019.0,459.0,71425.0,457.0,80677.0,463.0,81472.0
10822,广东白云学院,本科批,本科,历史,224,68,会计学,(北校区),,不限,215.0,4.0,31800.0,460.0,68019.0,462.0,68767.0,457.0,80677.0,463.0,81234.0
10822,广东白云学院,本科批,本科,历史,224,69,财务管理,(北校区),,不限,80.0,4.0,31800.0,460.0,68019.0,459.0,71425.0,457.0,80677.0,462.0,82203.0
10822,广东白云学院,本科批,本科,历史,224,70,审计学,(北校区),,不限,88.0,4.0,31800.0,460.0,68019.0,459.0,71425.0,457.0,80677.0,462.0,82252.0
10822,广东白云学院,本科批,本科,历史,225,71,工商管理,(国际班，与澳大利亚悉尼科技大学、英国密德萨斯大学、英国普利茅斯大学“3+X”联合培养项目，在国外学习期间须另需缴纳国外合作高校学费(按该校当年的收费标准收取)，具体培养模式和学习费用请查看学校网站；只允许在同一专业组内申请转专业；专业课采用双语授课，请非英语语种的考生慎重报考)(北校区),,不限,30.0,4.0,41800.0,456.0,71245.0,459.0,71425.0,457.0,80677.0,466.0,78790.0
10822,广东白云学院,本科批,本科,历史,225,72,金融学,(国际班，与澳大利亚悉尼科技大学、英国密德萨斯大学、英国普利茅斯大学“3+X”联合培养项目，在国外学习期间须另需缴纳国外合作高校学费(按该校当年的收费标准收取)，具体培养模式和学习费用请查看学校网站；只允许在同一专业组内申请转专业；专业课采用双语授课，请非英语语种的考生慎重报考)(北校区),,不限,30.0,4.0,41800.0,460.0,68019.0,459.0,71425.0,457.0,80677.0,463.0,81472.0
10822,广东白云学院,本科批,本科,历史,226,74,广播电视编导,(北校区),,不限,40.0,4.0,34800.0,460.0,68023.0,0.0,0.0,0.0,0.0,0.0,0.0
10822,广东白云学院,本科批,本科,历史,226,75,网络与新媒体,(北校区),,不限,73.0,4.0,34800.0,460.0,68023.0,0.0,0.0,0.0,0.0,0.0,0.0
10822,广东白云学院,本科批,本科,历史,227,76,服装设计与工程,(校企联合培养项目，具体培养模式和学习费用请查看学校网站)(北校区)(不招色盲),,不限,20.0,4.0,49800.0,,,,,,,,
10827,长沙民政职业技术学院,专科批,专科,历史,503,1,软件技术,(培养企业信息化管理人才)(校本部),,不限,1.0,3.0,7800.0,457.0,70717.0,430.0,100222.0,0.0,0.0,0.0,0.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,2,软件技术,(培养大数据应用开发人才)(校本部),,不限,1.0,3.0,7800.0,457.0,70717.0,430.0,100222.0,0.0,0.0,0.0,0.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,3,虚拟现实技术应用,(校本部),,不限,1.0,3.0,4600.0,457.0,70717.0,430.0,100222.0,0.0,0.0,0.0,0.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,4,临床医学,(校本部),,不限,1.0,3.0,5460.0,,,,,,,,
10827,长沙民政职业技术学院,专科批,专科,历史,503,5,护理,(校本部),,不限,1.0,3.0,5460.0,457.0,70717.0,433.0,97004.0,462.0,75793.0,455.0,88838.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,6,婴幼儿托育服务与管理,(校本部),,不限,1.0,3.0,5460.0,457.0,70717.0,430.0,100222.0,0.0,0.0,0.0,0.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,7,金融服务与管理,(校本部),,不限,1.0,3.0,3500.0,457.0,70717.0,439.0,90745.0,0.0,0.0,451.0,92434.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,8,大数据与会计,(校本部),,不限,1.0,3.0,3850.0,,,,,,,,
10827,长沙民政职业技术学院,专科批,专科,历史,503,9,国际经济与贸易,(校本部),,不限,1.0,3.0,3500.0,457.0,70717.0,0.0,0.0,453.0,84766.0,450.0,93144.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,10,现代物流管理,(校本部),,不限,1.0,3.0,3500.0,,,,,,,,
10827,长沙民政职业技术学院,专科批,专科,历史,503,11,商务英语,(校本部),,不限,2.0,3.0,3520.0,,,,,,,,
10827,长沙民政职业技术学院,专科批,专科,历史,503,12,社会工作,(校本部),,不限,1.0,3.0,3850.0,457.0,70717.0,433.0,97004.0,457.0,80677.0,445.0,98188.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,13,人力资源管理,(校本部),,不限,1.0,3.0,3500.0,,,,,,,,
10827,长沙民政职业技术学院,专科批,专科,历史,503,14,现代殡葬技术与管理,(校本部),,不限,1.0,3.0,3850.0,457.0,70717.0,477.0,56325.0,487.0,52261.0,462.0,81825.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,15,殡葬设备维护技术,(校本部),,不限,1.0,3.0,3500.0,457.0,70717.0,464.0,67012.0,471.0,66957.0,0.0,0.0
10827,长沙民政职业技术学院,专科批,专科,历史,503,16,陵园服务与管理,(校本部),,不限,2.0,3.0,3500.0,457.0,70717.0,476.0,57113.0,477.0,61227.0,458.0,85619.0
10830,湖南工业职业技术学院,专科批,专科,历史,503,1,工业设计,(校本部),,不限,7.0,3.0,4600.0,,,,,,,,
10830,湖南工业职业技术学院,专科批,专科,历史,503,2,现代物流管理,(校本部),,不限,3.0,3.0,3500.0,375.0,149873.0,385.0,150975.0,0.0,0.0,0.0,0.0
10830,湖南工业职业技术学院,专科批,专科,历史,503,3,金融服务与管理,(校本部),,不限,5.0,3.0,3500.0,375.0,149873.0,0.0,0.0,394.0,146147.0,370.0,172420.0
10830,湖南工业职业技术学院,专科批,专科,历史,503,4,工商企业管理,(校本部),,不限,6.0,3.0,3500.0,375.0,149873.0,385.0,150975.0,0.0,0.0,0.0,0.0
10830,湖南工业职业技术学院,专科批,专科,历史,503,5,国际商务,(校本部),,不限,7.0,3.0,3500.0,375.0,149873.0,385.0,150975.0,0.0,0.0,0.0,0.0
10830,湖南工业职业技术学院,专科批,专科,历史,503,6,室内艺术设计,(校本部),,不限,7.0,3.0,7500.0,375.0,149873.0,385.0,150975.0,0.0,0.0,0.0,0.0
10831,顺德职业技术大学,专科批,专科,历史,509,1,大数据技术,(校本部),,不限,10.0,3.0,6410.0,463.0,65380.0,458.0,72321.0,470.0,67961.0,452.0,91257.0
10831,顺德职业技术大学,专科批,专科,历史,509,2,计算机网络技术,(校本部),,不限,10.0,3.0,6410.0,463.0,65380.0,449.0,80781.0,431.0,107234.0,452.0,91353.0
10831,顺德职业技术大学,专科批,专科,历史,509,3,计算机应用技术,(校本部),,不限,10.0,3.0,6410.0,463.0,65380.0,453.0,76985.0,458.0,79724.0,473.0,72401.0
10831,顺德职业技术大学,专科批,专科,历史,509,4,软件技术,(校本部),,不限,10.0,3.0,6410.0,463.0,65380.0,0.0,0.0,434.0,104221.0,455.0,88124.0
10831,顺德职业技术大学,专科批,专科,历史,509,5,环境监测技术,(校本部),,不限,4.0,3.0,6410.0,463.0,65380.0,439.0,90745.0,467.0,70848.0,451.0,91920.0
10831,顺德职业技术大学,专科批,专科,历史,509,10,智慧健康养老服务与管理,(校本部),,不限,4.0,3.0,5250.0,463.0,65380.0,433.0,97004.0,469.0,68960.0,452.0,91464.0
10831,顺德职业技术大学,专科批,专科,历史,509,15,家具设计与制造,(校本部),,不限,7.0,3.0,6410.0,463.0,65380.0,0.0,0.0,435.0,103166.0,454.0,89180.0
10831,顺德职业技术大学,专科批,专科,历史,509,16,园林技术,(校本部),,不限,4.0,3.0,6410.0,463.0,65380.0,0.0,0.0,434.0,104221.0,452.0,91424.0
