year,category,score,count,cumulative_count,rank
2021,物理,694,5.0,29,27.0
2021,物理,693,8.0,37,33.5
2021,物理,692,7.0,44,41.0
2021,物理,691,10.0,54,49.5
2021,物理,690,10.0,64,59.5
2021,物理,689,9.0,73,69.0
2021,物理,688,15.0,88,81.0
2021,物理,687,14.0,102,95.5
2021,物理,686,18.0,120,111.5
2021,物理,685,21.0,141,131.0
2021,物理,684,25.0,166,154.0
2021,物理,683,31.0,197,182.0
2021,物理,682,26.0,223,210.5
2021,物理,681,17.0,240,232.0
2021,物理,680,33.0,273,257.0
2021,物理,679,33.0,306,290.0
2021,物理,678,30.0,336,321.5
2021,物理,677,35.0,371,354.0
2021,物理,676,39.0,410,391.0
2021,物理,675,45.0,455,433.0
2021,物理,674,46.0,501,478.5
2021,物理,673,59.0,560,531.0
2021,物理,672,50.0,610,585.5
2021,物理,671,55.0,665,638.0
2021,物理,670,58.0,723,694.5
2021,物理,669,69.0,792,758.0
2021,物理,668,76.0,868,830.5
2021,物理,667,69.0,937,903.0
2021,物理,666,86.0,1023,980.5
2021,物理,665,83.0,1106,1065.0
2021,物理,664,85.0,1191,1149.0
2021,物理,663,87.0,1278,1235.0
2021,物理,662,105.0,1383,1331.0
2021,物理,661,97.0,1480,1432.0
2021,物理,660,109.0,1589,1535.0
2021,物理,659,119.0,1708,1649.0
2021,物理,658,134.0,1842,1775.5
2021,物理,657,127.0,1969,1906.0
2021,物理,656,157.0,2126,2048.0
2021,物理,655,162.0,2288,2207.5
2021,物理,654,138.0,2426,2357.5
2021,物理,653,159.0,2585,2506.0
2021,物理,652,159.0,2744,2665.0
2021,物理,651,161.0,2905,2825.0
2021,物理,650,169.0,3074,2990.0
2021,物理,649,190.0,3264,3169.5
2021,物理,648,188.0,3452,3358.5
2021,物理,647,188.0,3640,3546.5
2021,物理,646,210.0,3850,3745.5
2021,物理,645,221.0,4071,3961.0
2021,物理,644,226.0,4297,4184.5
2021,物理,643,206.0,4503,4400.5
2021,物理,642,210.0,4713,4608.5
2021,物理,641,254.0,4967,4840.5
2021,物理,640,245.0,5212,5090.0
2021,物理,639,258.0,5470,5341.5
2021,物理,638,275.0,5745,5608.0
2021,物理,637,286.0,6031,5888.5
2021,物理,636,328.0,6359,6195.5
2021,物理,635,302.0,6661,6510.5
2021,物理,634,293.0,6954,6808.0
2021,物理,633,318.0,7272,7113.5
2021,物理,632,334.0,7606,7439.5
2021,物理,631,357.0,7963,7785.0
2021,物理,630,351.0,8314,8139.0
2021,物理,629,335.0,8649,8482.0
2021,物理,628,372.0,9021,8835.5
2021,物理,627,415.0,9436,9229.0
2021,物理,626,377.0,9813,9625.0
2021,物理,625,385.0,10198,10006.0
2021,物理,624,418.0,10616,10407.5
2021,物理,623,407.0,11023,10820.0
2021,物理,622,450.0,11473,11248.5
2021,物理,621,446.0,11919,11696.5
2021,物理,620,462.0,12381,12150.5
2021,物理,619,492.0,12873,12627.5
2021,物理,618,463.0,13336,13105.0
2021,物理,617,491.0,13827,13582.0
2021,物理,616,508.0,14335,14081.5
2021,物理,615,535.0,14870,14603.0
2021,物理,614,512.0,15382,15126.5
2021,物理,613,536.0,15918,15650.5
2021,物理,612,554.0,16472,16195.5
2021,物理,611,573.0,17045,16759.0
2021,物理,610,542.0,17587,17316.5
2021,物理,609,573.0,18160,17874.0
2021,物理,608,602.0,18762,18461.5
2021,物理,607,641.0,19403,19083.0
2021,物理,606,585.0,19988,19696.0
2021,物理,605,624.0,20612,20300.5
2021,物理,604,658.0,21270,20941.5
2021,物理,603,632.0,21902,21586.5
2021,物理,602,579.0,22481,22192.0
2021,物理,601,622.0,23103,22792.5
2021,物理,600,646.0,23749,23426.5
2021,物理,599,667.0,24416,24083.0
2021,物理,598,659.0,25075,24746.0
2021,物理,597,723.0,25798,25437.0
2021,物理,596,671.0,26469,26134.0
2021,物理,595,720.0,27189,26829.5
2021,物理,594,711.0,27900,27545.0
2021,物理,593,764.0,28664,28282.5
2021,物理,592,777.0,29441,29053.0
2021,物理,591,764.0,30205,29823.5
2021,物理,590,792.0,30997,30601.5
2021,物理,589,841.0,31838,31418.0
2021,物理,588,818.0,32656,32247.5
2021,物理,587,812.0,33468,33062.5
2021,物理,586,817.0,34285,33877.0
2021,物理,585,834.0,35119,34702.5
2021,物理,584,814.0,35933,35526.5
2021,物理,583,841.0,36774,36354.0
2021,物理,582,832.0,37606,37190.5
2021,物理,581,856.0,38462,38034.5
2021,物理,580,884.0,39346,38904.5
2021,物理,579,866.0,40212,39779.5
2021,物理,578,870.0,41082,40647.5
2021,物理,577,924.0,42006,41544.5
2021,物理,576,889.0,42895,42451.0
2021,物理,575,991.0,43886,43391.0
2021,物理,574,957.0,44843,44365.0
2021,物理,573,1036.0,45879,45361.5
2021,物理,572,930.0,46809,46344.5
2021,物理,571,932.0,47741,47275.5
2021,物理,570,1016.0,48757,48249.5
2021,物理,569,1010.0,49767,49262.5
2021,物理,568,960.0,50727,50247.5
2021,物理,567,996.0,51723,51225.5
2021,物理,566,1080.0,52803,52263.5
2021,物理,565,1007.0,53810,53307.0
2021,物理,564,1077.0,54887,54349.0
2021,物理,563,1063.0,55950,55419.0
2021,物理,562,1064.0,57014,56482.5
2021,物理,561,1055.0,58069,57542.0
2021,物理,560,1081.0,59150,58610.0
2021,物理,559,1000.0,60150,59650.5
2021,物理,558,1148.0,61298,60724.5
2021,物理,557,1078.0,62376,61837.5
2021,物理,556,1067.0,63443,62910.0
2021,物理,555,1111.0,64554,63999.0
2021,物理,554,1050.0,65604,65079.5
2021,物理,553,1160.0,66764,66184.5
2021,物理,552,1076.0,67840,67302.5
2021,物理,551,1155.0,68995,68418.0
2021,物理,550,1139.0,70134,69565.0
2021,物理,549,1128.0,71262,70698.5
2021,物理,548,1147.0,72409,71836.0
2021,物理,547,1173.0,73582,72996.0
2021,物理,546,1133.0,74715,74149.0
2021,物理,545,1149.0,75864,75290.0
2021,物理,544,1179.0,77043,76454.0
2021,物理,543,1167.0,78210,77627.0
2021,物理,542,1195.0,79405,78808.0
2021,物理,541,1209.0,80614,80010.0
2021,物理,540,1182.0,81796,81205.5
2021,物理,539,1194.0,82990,82393.5
2021,物理,538,1218.0,84208,83599.5
2021,物理,537,1242.0,85450,84829.5
2021,物理,536,1197.0,86647,86049.0
2021,物理,535,1266.0,87913,87280.5
2021,物理,534,1221.0,89134,88524.0
2021,物理,533,1365.0,90499,89817.0
2021,物理,532,1254.0,91753,91126.5
2021,物理,531,1292.0,93045,92399.5
2021,物理,530,1268.0,94313,93679.5
2021,物理,529,1278.0,95591,94952.5
2021,物理,528,1321.0,96912,96252.0
2021,物理,527,1295.0,98207,97560.0
2021,物理,526,1256.0,99463,98835.5
2021,物理,525,1323.0,100786,100125.0
2021,物理,524,1282.0,102068,101427.5
2021,物理,523,1300.0,103368,102718.5
2021,物理,522,1293.0,104661,104015.0
2021,物理,521,1294.0,105955,105308.5
2021,物理,520,1353.0,107308,106632.0
2021,物理,519,1339.0,108647,107978.0
2021,物理,518,1335.0,109982,109315.0
2021,物理,517,1270.0,111252,110617.5
2021,物理,516,1458.0,112710,111981.5
