year,category,score,count,cumulative_count,rank
2024,物理,695,31.0,31,16.0
2024,物理,694,10.0,41,37.0
2024,物理,693,6.0,47,45.0
2024,物理,692,9.0,56,52.0
2024,物理,691,6.0,62,60.0
2024,物理,690,11.0,73,68.0
2024,物理,689,12.0,85,80.0
2024,物理,688,15.0,100,93.0
2024,物理,687,14.0,114,108.0
2024,物理,686,12.0,126,121.0
2024,物理,685,12.0,138,133.0
2024,物理,684,15.0,153,146.0
2024,物理,683,15.0,168,161.0
2024,物理,682,28.0,196,183.0
2024,物理,681,14.0,210,204.0
2024,物理,680,35.0,245,228.0
2024,物理,679,27.0,272,259.0
2024,物理,678,23.0,295,284.0
2024,物理,677,44.0,339,318.0
2024,物理,676,38.0,377,359.0
2024,物理,675,51.0,428,403.0
2024,物理,674,52.0,480,455.0
2024,物理,673,51.0,531,506.0
2024,物理,672,59.0,590,561.0
2024,物理,671,44.0,634,613.0
2024,物理,670,60.0,694,665.0
2024,物理,669,65.0,759,727.0
2024,物理,668,64.0,823,792.0
2024,物理,667,78.0,901,863.0
2024,物理,666,81.0,982,942.0
2024,物理,665,74.0,1056,1020.0
2024,物理,664,85.0,1141,1099.0
2024,物理,663,87.0,1228,1185.0
2024,物理,662,96.0,1324,1277.0
2024,物理,661,105.0,1429,1377.0
2024,物理,660,116.0,1545,1488.0
2024,物理,659,112.0,1657,1602.0
2024,物理,658,99.0,1756,1707.0
2024,物理,657,118.0,1874,1816.0
2024,物理,656,125.0,1999,1937.0
2024,物理,655,138.0,2137,2069.0
2024,物理,654,131.0,2268,2203.0
2024,物理,653,142.0,2410,2340.0
2024,物理,652,145.0,2555,2483.0
2024,物理,651,146.0,2701,2629.0
2024,物理,650,151.0,2852,2777.0
2024,物理,649,162.0,3014,2934.0
2024,物理,648,162.0,3176,3096.0
2024,物理,647,193.0,3369,3273.0
2024,物理,646,205.0,3574,3472.0
2024,物理,645,203.0,3777,3676.0
2024,物理,644,205.0,3982,3880.0
2024,物理,643,211.0,4193,4088.0
2024,物理,642,233.0,4426,4310.0
2024,物理,641,251.0,4677,4552.0
2024,物理,640,271.0,4948,4813.0
2024,物理,639,249.0,5197,5073.0
2024,物理,638,257.0,5454,5326.0
2024,物理,637,262.0,5716,5586.0
2024,物理,636,244.0,5960,5839.0
2024,物理,635,257.0,6217,6089.0
2024,物理,634,265.0,6482,6350.0
2024,物理,633,275.0,6757,6620.0
2024,物理,632,305.0,7062,6910.0
2024,物理,631,293.0,7355,7209.0
2024,物理,630,313.0,7668,7512.0
2024,物理,629,320.0,7988,7829.0
2024,物理,628,325.0,8313,8151.0
2024,物理,627,362.0,8675,8495.0
2024,物理,626,379.0,9054,8865.0
2024,物理,625,352.0,9406,9231.0
2024,物理,624,357.0,9763,9585.0
2024,物理,623,380.0,10143,9954.0
2024,物理,622,388.0,10531,10338.0
2024,物理,621,408.0,10939,10736.0
2024,物理,620,412.0,11351,11146.0
2024,物理,619,456.0,11807,11580.0
2024,物理,618,424.0,12231,12020.0
2024,物理,617,450.0,12681,12457.0
2024,物理,616,475.0,13156,12919.0
2024,物理,615,508.0,13664,13411.0
2024,物理,614,497.0,14161,13913.0
2024,物理,613,524.0,14685,14424.0
2024,物理,612,529.0,15214,14950.0
2024,物理,611,509.0,15723,15469.0
2024,物理,610,539.0,16262,15993.0
2024,物理,609,558.0,16820,16542.0
2024,物理,608,532.0,17352,17087.0
2024,物理,607,557.0,17909,17631.0
2024,物理,606,543.0,18452,18181.0
2024,物理,605,604.0,19056,18755.0
2024,物理,604,607.0,19663,19360.0
2024,物理,603,613.0,20276,19970.0
2024,物理,602,641.0,20917,20597.0
2024,物理,601,597.0,21514,21216.0
2024,物理,600,702.0,22216,21866.0
2024,物理,599,639.0,22855,22536.0
2024,物理,598,667.0,23522,23189.0
2024,物理,597,648.0,24170,23847.0
2024,物理,596,716.0,24886,24529.0
2024,物理,595,714.0,25600,25244.0
2024,物理,594,729.0,26329,25965.0
