subject_group,school_code,school_name,major_group_code,actual_group_min_score,actual_group_min_rank,major_code,major_name,actual_major_min_score,actual_major_min_rank,actual_major_max_score,actual_major_avg_score,actual_major_admit_count,selection_requirement,college_department,major_note,actual_group_plan_count,actual_group_filing_count,actual_group_vacancy_count,group_note,group_major_count
物理,10036,对外经济贸易大学,208,615,16918,028,精算学,615,17051,618.0,,5,物,,,39,39,,,9
物理,10036,对外经济贸易大学,209,617,15626,031,统计学,618,15408,621.0,,2,物+化,,,8,8,,,3
物理,10036,对外经济贸易大学,209,617,15626,027,数据科学与大数据技术,617,15971,620.0,,4,物+化,,数据科学与大数据技术、“法学+数据科学与大数据技术”双学位项目、“保险学+数据科学与大数据技术”双学位项目、智能科学与技术、人工智能(项目制培养),8,8,,,3
物理,10036,对外经济贸易大学,209,617,15626,032,数据科学,617,15971,617.0,,2,物+化,,,8,8,,,3
物理,10036,对外经济贸易大学,210,606,22498,033,数据科学与大数据技术(中外合作办学),606,22708,615.0,,11,物+化,,中外合作,11,11,,中外合作,1
物理,14851,香港城市大学(东莞),201,616,16184,001,计算机科学与技术,616,16184,,,61,物+化,,,62,62,,粤港合作,1
物理,10561,华南理工大学,212,640,6278,036,工科试验班(A先进技术拔尖班),646,4471,,,92,物+化,,计算机科学与技术(拔尖基地班)、信息工程(拔尖班)、自动化(拔尖班),386,386,,,4
物理,10561,华南理工大学,212,640,6278,039,工科试验班(卓越人才班),643,5346,,,139,物+化,,电气工程及其自动化(卓越班)、能源与动力工程(低碳与智慧能源卓越班)、软件工程(卓越班)、软件工程(工业软件卓越班)、电子科学与技术(卓越班)、食品科学与工程(未来食品卓越班)；软件工程专业,386,386,,,4
物理,10561,华南理工大学,212,640,6278,037,工科试验班(院士特色班),640,6213,,,97,物+化,,机械类(院士特色班)、材料类(院士特色班)、建筑类(院士特色班)、智能建造(院士特色班),386,386,,,4
物理,10561,华南理工大学,212,640,6278,038,工科试验班(理工交叉创新班),640,6278,,,58,物+化,,应用化学(拔尖基地班)、应用物理学(严济慈英才班)、工程力学(创新班),386,386,,,4
物理,10561,华南理工大学,213,627,10764,056,计算机类,635,7744,,,187,物+化,,计算机科学与技术、网络工程、信息安全,821,821,,,5
物理,10561,华南理工大学,213,627,10764,050,电子科学与技术,634,8019,,,65,物+化,,,821,821,,,5
物理,10561,华南理工大学,213,627,10764,040,工科试验班(智能装备与先进制造),629,9912,,,317,物+化,,机械工程、机械电子工程、智能车辆工程、过程装备与控制工程、材料成型及控制工程,821,821,,,5
物理,10561,华南理工大学,213,627,10764,043,工科试验班(先进材料),627,10717,,,215,物+化,,高分子材料与工程、材料科学与工程、功能材料、生物材料,821,821,,,5
物理,10561,华南理工大学,213,627,10764,058,工业设计,627,10764,,,37,物+化,,,821,821,,,5
物理,10561,华南理工大学,214,625,11609,042,工科试验班(A与低空技术),634,8093,,,105,物+化,,智能科学与技术、低空技术与工程,836,836,,,7
物理,10561,华南理工大学,214,625,11609,049,信息工程,633,8655,,,165,物+化,,,836,836,,,7
物理,10561,华南理工大学,214,625,11609,048,电气类,632,8764,,,245,物+化,,电气工程及其自动化、能源与动力工程,836,836,,,7
物理,10561,华南理工大学,214,625,11609,054,物理学类,629,10081,,,87,物+化,,应用物理学、光电信息科学与工程,836,836,,,7
物理,10561,华南理工大学,214,625,11609,045,工科试验班(生命科学与健康工程),626,11487,,,101,物+化,,食品科学与工程、食品质量与安全、生物工程、生物制药、生物技术,836,836,,,7
物理,10561,华南理工大学,214,625,11609,064,临床医学类(5年),625,11524,,,33,物+化,,临床医学、医学影像学,836,836,,,7
物理,10561,华南理工大学,214,625,11609,041,工科试验班(智能交通与数字建造),625,11609,,,100,物+化,,智慧交通、智能建造、土木工程、水务工程、工程管理、工程力学,836,836,,,7
物理,10561,华南理工大学,215,622,12953,052,自动化,635,7697,,,20,物+化,,“自动化+工商管理”双学士学位复合型人才培养项目,660,660,,,8
物理,10561,华南理工大学,215,622,12953,057,软件工程,627,10841,,,177,物+化,,,660,660,,,8
物理,10561,华南理工大学,215,622,12953,051,自动化,626,11127,,,110,物+化,,,660,660,,,8
物理,10561,华南理工大学,215,622,12953,053,数学类,624,12249,,,136,物+化,,数学与应用数学、信息与计算科学、统计学,660,660,,,8
物理,10561,华南理工大学,215,622,12953,062,金融科技,624,12362,,,39,物+化,,,660,660,,,8
物理,10561,华南理工大学,215,622,12953,046,建筑类,623,12727,,,20,物+化,,建筑学、城乡规划、风景园林,660,660,,,8
物理,10561,华南理工大学,215,622,12953,047,城乡规划,622,12947,,,18,物+化,,,660,660,,,8
物理,10561,华南理工大学,215,622,12953,044,工科试验班(智慧化工与低碳工程),622,12953,,,140,物+化,,应用化学、化学工程与工艺、能源化学工程、制药工程、轻化工程、资源环境科学、环境工程、环境科学与工程,660,660,,,8
物理,10561,华南理工大学,216,622,13222,061,经济学(创新班),625,11821,,,4,物,,,90,90,,,5
物理,10561,华南理工大学,216,622,13222,059,法学(卓越法律班),625,11843,,,5,物,,,90,90,,,5
物理,10561,华南理工大学,216,622,13222,060,法学类,623,12760,,,6,物,,法学、知识产权,90,90,,,5
物理,10561,华南理工大学,216,622,13222,063,大数据管理与应用,622,13140,,,60,物,,,90,90,,,5
物理,10561,华南理工大学,216,622,13222,055,会计学,622,13222,,,15,物,,,90,90,,,5
物理,10019,中国农业大学,207,604,23636,032,国际经济与贸易(中外合作办学),605,23405,607.0,,3,物,,中外合作,5,5,,中外合作,2
物理,10019,中国农业大学,207,604,23636,033,农林经济管理(中外合作办学),604,24091,606.0,,2,物,,中外合作,5,5,,中外合作,2
物理,10019,中国农业大学,208,614,17428,036,生物质科学与工程,618,15408,619.0,,2,物+化,,,7,7,,,3
物理,10019,中国农业大学,208,614,17428,037,生物工程,615,17051,617.0,,3,物+化,,培养营养与健康人才,7,7,,,3
物理,10019,中国农业大学,208,614,17428,038,动物科学,614,17622,617.0,,2,物+化,,培养伴侣动物人才,7,7,,,3
物理,10019,中国农业大学,210,618,14948,014,理科试验班类(生命科学),634,8360,643.0,,2,物+化,,生物科学类、农学、种子科学与工程、园艺、植物保护、动物医学类、动物科学、草业科学、环境科学与工程类、食品科学与工程类、化学类,71,71,,,19
物理,10019,中国农业大学,210,618,14948,015,理科试验班(信息科学),634,8360,634.0,,1,物+化,,电子信息类、计算机类、农业工程类、机械类、水利类、数学与应用数学、工程力学、地理科学类,71,71,,,19
物理,10019,中国农业大学,210,618,14948,020,生物科学类,627,11061,631.0,,3,物+化,,生物科学、生物技术,71,71,,,19
物理,10019,中国农业大学,210,618,14948,016,理科试验班(智能装备),625,11964,629.0,,2,物+化,,电子信息类、计算机类、农业工程类、机械类、水利类、环境工程,71,71,,,19
物理,10019,中国农业大学,210,618,14948,017,农学,624,12432,633.0,,4,物+化,,农学、种子科学与工程,71,71,,,19
物理,10019,中国农业大学,210,618,14948,019,植物保护,624,12432,625.0,,3,物+化,,,71,71,,,19
物理,10019,中国农业大学,210,618,14948,028,计算机类,623,12908,626.0,,2,物+化,,计算机科学与技术、数据科学与大数据技术,71,71,,,19
物理,10019,中国农业大学,210,618,14948,022,动物科学,623,12908,626.0,,3,物+化,,,71,71,,,19
物理,10019,中国农业大学,210,618,14948,023,动物医学类(5年),622,13376,639.0,,5,物+化,,动物医学、中兽医学、兽医公共卫生,71,71,,,19
物理,10019,中国农业大学,210,618,14948,027,电子信息类,621,13873,626.0,,7,物+化,,电子信息工程、通信工程、电气工程及其自动化、人工智能,71,71,,,19
物理,10019,中国农业大学,210,618,14948,024,食品科学与工程类,620,14378,625.0,,8,物+化,,食品科学与工程、食品质量与安全、葡萄与葡萄酒工程、食品营养与健康,71,71,,,19
物理,10019,中国农业大学,210,618,14948,025,农业工程类,620,14378,624.0,,4,物+化,,农业工程、农业机械化及其自动化、农业智能装备工程,71,71,,,19
物理,10019,中国农业大学,210,618,14948,030,数学与应用数学,620,14378,620.0,,2,物+化,,,71,71,,,19
物理,10019,中国农业大学,210,618,14948,018,园艺,619,14895,621.0,,4,物+化,,,71,71,,,19
物理,10019,中国农业大学,210,618,14948,031,地理科学类,619,14895,620.0,,2,物+化,,地理信息科学、土地资源管理,71,71,,,19
物理,10019,中国农业大学,210,618,14948,026,机械类,619,14895,620.0,,8,物+化,,机械设计制造及其自动化、车辆工程、工业设计、机械电子工程,71,71,,,19
物理,10019,中国农业大学,210,618,14948,021,环境科学与工程类,618,15408,621.0,,4,物+化,,应用气象学、生态学、资源环境科学、环境工程,71,71,,,19
物理,10019,中国农业大学,210,618,14948,029,水利类,618,15408,620.0,,5,物+化,,农业水利工程、水利水电工程、能源与动力工程、农业建筑环境与能源工程、土木工程,71,71,,,19
物理,10019,中国农业大学,210,618,14948,035,土地科学与技术,618,15408,618.0,,1,物+化,,智慧国土创新班,71,71,,,19
物理,10422,山东大学,203,618,15173,017,数学类,626,11277,635.0,,2,物+化,,数学与应用数学、信息与计算科学、统计学,16,16,,,4
物理,10422,山东大学,203,618,15173,018,物理学类,620,14126,630.0,,4,物+化,,物理学、应用物理学,16,16,,,4
物理,10422,山东大学,203,618,15173,019,化学类,619,14637,621.0,,4,物+化,,化学,16,16,,,4
物理,10422,山东大学,203,618,15173,020,生物科学类,618,15152,621.0,,6,物+化,,生物科学、生物技术、生态学、生物工程,16,16,,,4
物理,10422,山东大学,204,620,14073,021,自动化类,626,11277,632.0,,6,物+化,,自动化、机器人工程,30,30,,,4
物理,10422,山东大学,204,620,14073,022,智能感知工程,622,13143,622.0,,2,物+化,,,30,30,,,4
物理,10422,山东大学,204,620,14073,024,机械类,620,14126,625.0,,16,物+化,,机械设计制造及其自动化、智能制造工程,30,30,,,4
物理,10422,山东大学,204,620,14073,023,材料类,620,14126,621.0,,6,物+化,,材料科学与工程、材料成型及控制工程           培养先进材料与智慧成型人才,30,30,,,4
物理,10422,山东大学,205,613,17974,026,工程力学,616,16233,616.0,,2,物+化,,,28,28,,,5
物理,10422,山东大学,205,613,17974,027,智能建造与智慧交通,615,16773,616.0,,2,物+化,,,28,28,,,5
物理,10422,山东大学,205,613,17974,028,环境科学与工程类,614,17337,616.0,,2,物+化,,环境工程、环境科学,28,28,,,5
物理,10422,山东大学,205,613,17974,025,能源动力类,613,17914,624.0,,20,物+化,,电气工程及其自动化、能源与动力工程、能源与环境系统工程、新能源科学与工程、储能科学与工程,28,28,,,5
物理,10422,山东大学,205,613,17974,029,管理科学与工程类,613,17914,613.0,,2,物+化,,工程管理,28,28,,,5
物理,10422,山东大学,206,621,13695,030,计算机科学与技术,631,9289,635.0,,8,物+化,,,52,52,,,6
物理,10422,山东大学,206,621,13695,034,人工智能,629,10047,630.0,,2,物+化,,,52,52,,,6
物理,10422,山东大学,206,621,13695,033,网络空间安全,623,12671,628.0,,4,物+化,,,52,52,,,6
物理,10422,山东大学,206,621,13695,032,电子信息类(通信电子与光电),622,13143,629.0,,10,物+化,,通信工程、电子科学与技术、光电信息科学与工程,52,52,,,6
物理,10422,山东大学,206,621,13695,035,工程软件,621,13625,622.0,,4,物+化,,,52,52,,,6
物理,10422,山东大学,206,621,13695,031,计算机类,621,13625,632.0,,24,物+化,,软件工程、数字媒体技术、数据科学与大数据技术、微电子科学与工程、集成电路设计与集成系统,52,52,,,6
物理,10422,山东大学,207,614,17475,036,口腔医学(5+3一体化)(5年),631,9289,640.0,,2,物+化,,,12,12,,,5
物理,10422,山东大学,207,614,17475,040,智能医学工程,616,16233,628.0,,2,物+化,,,12,12,,,5
物理,10422,山东大学,207,614,17475,037,口腔医学(5年),615,16773,616.0,,2,物+化,,,12,12,,,5
物理,10422,山东大学,207,614,17475,039,预防医学(5年),614,17337,614.0,,2,物+化,,,12,12,,,5
物理,10422,山东大学,207,614,17475,038,药学类,614,17337,622.0,,4,物+化,,药学、临床药学(五年制),12,12,,,5
物理,10422,山东大学,208,629,10125,041,临床医学(5年),633,8546,633.0,,1,物+化+生,,齐鲁医学堂创新实验班,5,5,,,3
物理,10422,山东大学,208,629,10125,042,临床医学(5+3一体化)(5年),631,9289,631.0,,2,物+化+生,,,5,5,,,3
物理,10422,山东大学,208,629,10125,043,临床医学(5年),629,10047,630.0,,2,物+化+生,,,5,5,,,3
物理,10217,哈尔滨工程大学,211,617,15954,009,水声工程,622,13376,638.0,,5,物+化,,水声、电子水声、海洋信息,41,41,,,7
物理,10217,哈尔滨工程大学,211,617,15954,008,自动化类,619,14895,623.0,,5,物+化,,自动化、电气工程及其自动化、测控技术与仪器、探测制导与控制技术、机器人工程、人工智能,41,41,,,7
物理,10217,哈尔滨工程大学,211,617,15954,005,海洋工程类,619,14895,621.0,,5,物+化,,船舶与海洋工程、港口航道与海岸工程、海洋机器人,41,41,,,7
物理,10217,哈尔滨工程大学,211,617,15954,012,电子信息类,617,15971,621.0,,5,物+化,,电子信息工程、通信工程、光电信息科学与工程,41,41,,,7
物理,10217,哈尔滨工程大学,211,617,15954,014,核工程与核技术,617,15971,621.0,,6,物+化,,,41,41,,,7
物理,10217,哈尔滨工程大学,211,617,15954,006,航空航天类,617,15971,619.0,,4,物+化,,飞行器设计与工程、飞行器动力工程、工程力学,41,41,,,7
物理,10217,哈尔滨工程大学,211,617,15954,011,智能制造工程,617,15971,617.0,,2,物+化,,,41,41,,,7
物理,10217,哈尔滨工程大学,213,540,96144,021,土木工程(中外合作办学),540,96825,582.0,,6,物+化,,中外合作,6,6,,中外合作,1
物理,10217,哈尔滨工程大学,214,598,28201,024,电子信息工程(中外合作办学),600,26988,609.0,,7,物+化,,中外合作,17,17,,中外合作,3
物理,10217,哈尔滨工程大学,214,598,28201,022,机械设计制造及其自动化(中外合作办学),599,27766,604.0,,3,物+化,,中外合作,17,17,,中外合作,3
物理,10217,哈尔滨工程大学,214,598,28201,023,材料物理(中外合作办学),598,28531,607.0,,7,物+化,,中外合作,17,17,,中外合作,3
物理,10217,哈尔滨工程大学,215,630,9616,016,人工智能(兴海领军),630,9850,630.0,,1,物+化,,,1,1,,,1
物理,10217,哈尔滨工程大学,216,627,10746,017,海洋信息工程(兴海领军),627,11061,627.0,,1,物+化,,,1,1,,,1
物理,10217,哈尔滨工程大学,217,626,11323,018,通信工程(兴海领军),626,11492,626.0,,1,物+化,,,1,1,,,1
物理,10217,哈尔滨工程大学,218,630,9619,019,核工程与核技术(兴海领军),630,9850,635.0,,2,物+化,,,2,2,,,1
物理,10217,哈尔滨工程大学,219,622,13326,020,软件工程,622,13376,625.0,,2,物+化,,国家特软创新班,2,2,,,1
物理,10040,外交学院,108,611,19380,005,法学,619,14379,619.0,,1,物,,,8,8,,,3
物理,10040,外交学院,108,611,19380,006,国际经济与贸易,611,18819,627.0,,3,物,,,8,8,,,3
物理,10040,外交学院,108,611,19380,007,金融学,611,18819,619.0,,4,物,,,8,8,,,3
物理,10041,中国人民公安大学,115,620,14027,037,网络安全与执法,635,8015,654.0,,16,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,038,数据警务技术,631,9474,648.0,,17,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,065,网络安全与执法(面向海关缉私部门入警就业),628,10670,642.0,,4,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,066,数据警务技术(面向海关缉私部门入警就业),626,11492,632.0,,4,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,036,公安视听技术,626,11492,631.0,,17,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,055,刑事科学技术(面向移民机构入警就业),625,11964,625.0,,2,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,035,安全防范工程,623,12908,635.0,,17,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,058,网络安全与执法(面向移民机构入警就业),623,12908,628.0,,4,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,034,交通管理工程,621,13873,631.0,,17,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,056,安全防范工程(面向移民机构入警就业),621,13873,621.0,,1,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,115,620,14027,057,公安视听技术(面向移民机构入警就业),620,14378,620.0,,2,物+化,,男,101,101,,男,11
物理,10041,中国人民公安大学,116,639,6577,050,网络安全与执法,652,3383,660.0,,3,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,051,数据警务技术,648,4226,651.0,,3,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,068,数据警务技术(面向海关缉私部门入警就业),647,4438,647.0,,1,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,067,网络安全与执法(面向海关缉私部门入警就业),646,4675,646.0,,1,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,049,公安视听技术,645,4924,650.0,,3,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,061,网络安全与执法(面向移民机构入警就业),645,4924,645.0,,1,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,060,公安视听技术(面向移民机构入警就业),644,5166,644.0,,1,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,048,安全防范工程,643,5448,644.0,,3,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,116,639,6577,047,交通管理工程,637,7317,642.0,,3,物+化,,女,19,19,,女,9
物理,10041,中国人民公安大学,117,598,27940,028,侦查学,616,16493,650.0,,9,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,063,侦查学(面向海关缉私部门入警就业),610,20036,610.0,,1,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,026,治安学,609,20682,616.0,,9,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,064,公安情报学(面向海关缉私部门入警就业),608,21322,636.0,,2,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,027,治安学(警察法学),606,22708,625.0,,9,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,033,警务指挥与战术,605,23405,613.0,,3,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,030,犯罪学,602,25508,615.0,,6,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,029,公安情报学,600,26988,617.0,,6,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,031,公安管理学,600,26988,612.0,,6,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,053,侦查学(面向移民机构入警就业),600,26988,600.0,,2,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,054,移民管理(面向移民机构入警就业),598,28531,608.0,,4,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,062,公安情报学(面向铁路公安机关人警就业),598,28531,598.0,,1,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,117,598,27940,052,治安学(面向移民机构入警就业),598,28531,598.0,,1,物+政,,男,59,59,,男,13
物理,10041,中国人民公安大学,118,602,24783,032,涉外警务,602,25508,607.0,,3,物+政,,男,3,3,,男,1
物理,10041,中国人民公安大学,119,624,12241,041,侦查学,630,9850,641.0,,2,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,119,624,12241,042,公安情报学,629,10242,630.0,,2,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,119,624,12241,046,警务指挥与战术,629,10242,629.0,,1,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,119,624,12241,059,移民管理(面向移民机构入警就业),628,10670,628.0,,1,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,119,624,12241,044,公安管理学,626,11492,628.0,,2,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,119,624,12241,043,犯罪学,626,11492,626.0,,1,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,119,624,12241,040,治安学(警察法学),624,12432,632.0,,2,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,119,624,12241,039,治安学,624,12432,629.0,,2,物+政,,女,13,13,,女,8
物理,10041,中国人民公安大学,120,650,3778,045,涉外警务,650,3792,650.0,,1,物+政,,女,1,1,,女,1
物理,10041,中国人民公安大学,202,613,17766,069,法学,613,18205,616.0,,4,物,,,4,4,,,1
物理,10280,上海大学,203,608,21189,012,信息工程(中外合作办学),608,21189,,,9,物+化,,中外合作,9,9,,中外合作,1
物理,10251,华东理工大学,208,611,19321,017,经济学类,613,17914,618.0,,2,物,,经济学、金融学,4,4,,,2
物理,10251,华东理工大学,208,611,19321,018,工商管理类,611,19117,612.0,,2,物,,工商管理(商务分析)、市场营销(大数据营销)、会计学(大数据会计)、财务管理(智能财务),4,4,,,2
物理,10251,华东理工大学,209,610,19506,021,应用化学,616,16233,619.0,,2,物+化,,含“应用化学+生物科学”双学位,38,38,,,10
物理,10251,华东理工大学,209,610,19506,010,化学类(智创化学实验班),613,17914,615.0,,2,物+化,,化学、材料化学(绿色与能源催化),38,38,,,10
物理,10251,华东理工大学,209,610,19506,022,能源与动力工程,613,17914,619.0,,2,物+化,,含“能源与动力工程+经济学”双学位,38,38,,,10
物理,10251,华东理工大学,209,610,19506,009,化学(教育部拔尖基地班),613,17914,615.0,,2,物+化,,,38,38,,,10
物理,10251,华东理工大学,209,610,19506,008,生物工程类,612,18512,616.0,,2,物+化,,生物工程、生物科学、生物技术、食品科学与工程、食品质量与安全,38,38,,,10
物理,10251,华东理工大学,209,610,19506,006,工科试验班(生物医药),611,19117,614.0,,4,物+化,,生物工程、制药工程,38,38,,,10
物理,10251,华东理工大学,209,610,19506,007,工科试验班(能源与环境),611,19117,612.0,,3,物+化,,能源与动力工程、环境工程、储能科学与工程,38,38,,,10
物理,10251,华东理工大学,209,610,19506,012,材料类(新材料实验班),611,19117,615.0,,8,物+化,,电子信息材料、高分子材料与工程、无机非金属材料工程、复合材料与工程、新能源材料与器件,38,38,,,10
物理,10251,华东理工大学,209,610,19506,019,化学工程与工艺(中外合作办学)(精英班),611,19117,611.0,,4,物+化,,中外合作,38,38,,,10
物理,10251,华东理工大学,209,610,19506,011,药学(创新实验班),610,19726,611.0,,4,物+化,,,38,38,,,10
物理,10251,华东理工大学,210,619,14423,014,电子信息类,622,13143,626.0,,2,物+化,,自动化、电气工程及其自动化、信息工程,12,12,,,4
物理,10251,华东理工大学,210,619,14423,005,工科试验班(智能与机器人),621,13625,629.0,,4,物+化,,人工智能、机器人工程,12,12,,,4
物理,10251,华东理工大学,210,619,14423,013,机械类(机械智能化实验班),620,14126,623.0,,4,物+化,,机械设计制造及其自动化、过程装备与控制工程、智能制造工程,12,12,,,4
物理,10251,华东理工大学,210,619,14423,016,物理学类,619,14637,620.0,,2,物+化,,应用物理学、光电信息科学与工程,12,12,,,4
物理,10251,华东理工大学,211,625,11885,015,计算机类,625,11729,626.0,,2,物+化,,计算机科学与技术、软件工程,2,2,,,1
物理,10030,北京外国语大学,214,606,22604,032,英语,625,11964,625.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,045,德语(双学位),618,15408,622.0,,2,物,,“德语+大数据管理与应用”双学位,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,034,英语(北京理工大学信息管理与系统专业联合培养),618,15408,618.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,037,日语,618,15408,618.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,035,英语(中央财经大学金融学专业联合培养),613,18205,614.0,,2,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,033,英语(外语教育),612,18818,612.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,036,日语(高级翻译),610,20036,610.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,042,信息管理与信息系统(商务智能),610,20036,610.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,046,俄语(双学位),609,20682,612.0,,2,物,,“俄语+大数据管理与应用”双学位,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,039,翻译(外交外事高级翻译),608,21322,608.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,043,大数据管理与应用,606,22708,607.0,,2,物,,,16,16,,,12
物理,10030,北京外国语大学,214,606,22604,038,葡萄牙语,606,22708,606.0,,1,物,,,16,16,,,12
物理,10030,北京外国语大学,216,619,14755,041,计算机科学与技术(数智技术),621,13873,621.0,,1,物+化,,,3,3,,,2
物理,10030,北京外国语大学,216,619,14755,040,计算机科学与技术(语言智能),619,14895,620.0,,2,物+化,,,3,3,,,2
物理,10030,北京外国语大学,217,615,16825,031,外交学,615,17051,615.0,,1,物+政,,,1,1,,,1
物理,10030,北京外国语大学,218,591,33701,044,外交学(中外合作办学),591,34343,603.0,,2,物+政,,中外合作,2,2,,中外合作,1
物理,19422,山东大学威海分校,206,612,18490,005,法学类,614,17622,615.0,,2,物,,法学,11,11,,,2
物理,19422,山东大学威海分校,206,612,18490,004,经济学类,612,18818,615.0,,9,物,,金融学(数智金融方向)、金融学(保险科技方向)、国际经济与贸易(数字贸易方向),11,11,,,2
物理,19422,山东大学威海分校,207,618,15047,006,电子信息类(智能工程新工科实验班),620,14378,623.0,,9,物+化,,计算机科学与技术、电子科学与技术、机器人工程,26,26,,,3
物理,19422,山东大学威海分校,207,618,15047,008,物理学类,618,15408,620.0,,9,物+化,,物理学,26,26,,,3
物理,19422,山东大学威海分校,207,618,15047,007,数学类,618,15408,629.0,,8,物+化,,数学与应用数学、信息与计算科学、统计学,26,26,,,3
物理,19422,山东大学威海分校,208,607,21456,009,海洋科学类,607,22045,616.0,,22,物+化,,海洋科学、海洋资源开发技术,22,22,,,1
物理,10276,华东政法大学,204,607,21359,011,法学,634,8188,634.0,,1,物,,卓越涉外法治人才沪港交流班,15,15,,,8
物理,10276,华东政法大学,204,607,21359,012,法学,628,10457,631.0,,2,物,,卓越涉外国际金融法治人才实验班,15,15,,,8
物理,10276,华东政法大学,204,607,21359,010,法学,627,10866,627.0,,1,物,,卓越涉外法治人才创新基地班,15,15,,,8
物理,10276,华东政法大学,204,607,21359,013,知识产权,622,13143,622.0,,1,物,,卓越人才实验班,15,15,,,8
物理,10276,华东政法大学,204,607,21359,017,法学,614,17337,625.0,,5,物,,,15,15,,,8
物理,10276,华东政法大学,204,607,21359,015,公共管理类,608,21003,608.0,,1,物,,行政管理、劳动与社会保障,15,15,,,8
物理,10276,华东政法大学,204,607,21359,014,社会学类,608,21003,608.0,,1,物,,社会学、社会工作、社会政策,15,15,,,8
物理,10276,华东政法大学,204,607,21359,016,经济学类,607,21684,610.0,,3,物,,经济学、金融学、国际经济与贸易、会计学、金融学(数量金融),15,15,,,8
物理,10183,吉林大学,220,614,17337,033,大数据管理与应用,616,16233,617.0,,2,物,,“大数据管理与应用+法学”双学位,7,7,,,3
物理,10183,吉林大学,220,614,17337,027,金融科技,614,17337,622.0,,2,物,,,7,7,,,3
物理,10183,吉林大学,220,614,17337,032,物流管理,614,17337,617.0,,3,物,,“物流管理+计算机科学与技术“双学位,7,7,,,3
物理,10183,吉林大学,221,609,20210,020,"经济学(匡亚明班,拔尖学生培养基地)",616,16233,616.0,,1,物,,,22,22,,,10
物理,10183,吉林大学,221,609,20210,021,经济学类,614,17337,615.0,,3,物,,经济学、财政学、国际经济与贸易、金融学,22,22,,,10
物理,10183,吉林大学,221,609,20210,026,会计学,614,17337,617.0,,2,物,,会计学、财务管理(数智化决策),22,22,,,10
物理,10183,吉林大学,221,609,20210,028,经济学,612,18512,612.0,,2,物,,培养数量经济人才,22,22,,,10
物理,10183,吉林大学,221,609,20210,025,经济学,611,19117,613.0,,2,物,,培养国别与区域经济人才,22,22,,,10
