subject_group,school_code,school_name,major_code,major_name,selection_requirement,actual_major_max_score,actual_major_min_score,actual_major_min_rank,major_group_code,college_department,actual_major_avg_score,actual_major_admit_count,major_note
历史,13684,珠海科技学院,107,社会工作,历,521.0,514,47340,207,,,50,
历史,13684,珠海科技学院,116,投资学,历,529.0,513,47420,207,,,16,
历史,13684,珠海科技学院,105,行政管理,历,522.0,513,47509,207,,,80,
历史,13684,珠海科技学院,118,电子商务,历,534.0,513,47859,207,,,95,
历史,13684,珠海科技学院,120,酒店管理,历,520.0,513,47926,207,,,48,
历史,13684,珠海科技学院,121,会展经济与管理,历,520.0,513,47946,207,,,50,
历史,13684,珠海科技学院,106,劳动与社会保障,历,526.0,513,47969,207,,,45,
历史,13684,珠海科技学院,126,建筑学(5年),历,518.0,513,48028,207,,,26,
历史,13684,珠海科技学院,110,市场营销,历,527.0,513,48030,207,,,46,
历史,13684,珠海科技学院,117,物流管理,历,518.0,513,48043,207,,,58,
历史,13684,珠海科技学院,127,城乡规划(5年),历,520.0,513,48064,207,,,22,
历史,13684,珠海科技学院,119,旅游管理,历,519.0,513,48065,207,,,70,
历史,13684,珠海科技学院,124,朝鲜语,历,515.0,513,48067,207,,,35,
历史,10465,中原工学院,001,法学,历,549.0,539,30341,204,,,4,
历史,10483,商丘师范学院,001,翻译,历,520.0,520,42765,205,,,1,
历史,10483,商丘师范学院,002,社会工作,历,520.0,520,42765,205,,,2,
历史,10483,商丘师范学院,003,经济学,历,519.0,519,43476,205,,,1,
历史,10483,商丘师范学院,004,财务管理,历,519.0,519,43476,205,,,1,
历史,10483,商丘师范学院,005,物流管理,历,519.0,518,44193,205,,,2,
历史,10418,赣南师范大学,007,英语(师范),历,554.0,554,22300,222,,,1,普师
历史,10418,赣南师范大学,009,商务英语,历,548.0,548,25413,222,,,1,
历史,10418,赣南师范大学,008,英语,历,548.0,548,25413,222,,,2,
历史,10418,赣南师范大学,003,汉语言文学(师范),历,552.0,550,24335,223,,,2,普师
历史,10418,赣南师范大学,004,汉语国际教育(师范),历,548.0,548,25413,223,,,1,普师
历史,10418,赣南师范大学,010,日语,历,548.0,548,25413,223,,,1,
历史,10418,赣南师范大学,006,新闻学,历,548.0,546,26514,223,,,2,
历史,10418,赣南师范大学,005,数字人文,历,546.0,546,26514,223,,,1,
历史,10418,赣南师范大学,018,会计学,历,562.0,552,23298,224,,,4,
历史,10418,赣南师范大学,013,应用心理学,历,551.0,551,23796,225,,,1,
历史,10418,赣南师范大学,012,应用心理学(师范),历,552.0,551,23796,225,,,2,普师
历史,10418,赣南师范大学,001,思想政治教育(师范),历+政,560.0,560,19388,226,,,2,普师
历史,10418,赣南师范大学,002,中国共产党历史,历+政,559.0,559,19858,226,,,1,
历史,10418,赣南师范大学,015,法学,历,556.0,556,21302,235,,,1,
历史,10418,赣南师范大学,014,历史学(师范),历,556.0,555,21788,235,,,2,普师
历史,10418,赣南师范大学,017,社会工作,历,554.0,554,22300,235,,,1,
历史,10418,赣南师范大学,016,社会学,历,549.0,549,24847,235,,,1,
历史,10418,赣南师范大学,019,金融学,历,553.0,549,24847,235,,,4,
历史,10418,赣南师范大学,011,教育学(师范),历,550.0,549,24847,235,,,2,普师
历史,10418,赣南师范大学,020,广播电视编导,历,538.0,535,33134,236,,,3,
历史,11656,广东石油化工学院,057,思想政治教育(师范),历+政,544.0,526,38430,209,,,54,普师
历史,11656,广东石油化工学院,058,汉语言文学(师范),历,546.0,523,40604,210,,,111,普师
历史,11656,广东石油化工学院,060,历史学(师范),历,535.0,521,41928,210,,,73,普师
历史,11656,广东石油化工学院,061,学前教育(师范),历,530.0,521,42016,210,,,22,普师
历史,11656,广东石油化工学院,059,英语(师范),历,537.0,521,42071,210,,,136,普师
历史,11656,广东石油化工学院,062,地理科学(师范),历+地,529.0,523,40832,211,,,55,普师
历史,11656,广东石油化工学院,063,法学,历,551.0,528,37314,212,,,52,
历史,11656,广东石油化工学院,064,会计学,历,543.0,526,38434,212,,,80,
历史,11656,广东石油化工学院,066,国际经济与贸易,历,531.0,523,40375,212,,,78,
历史,11656,广东石油化工学院,065,市场营销,历,530.0,523,40401,212,,,60,
历史,10222,佳木斯大学,004,英语,历,519.0,517,44900,208,,,5,
历史,10222,佳木斯大学,002,俄语,历,524.0,515,46360,209,,,5,
历史,10222,佳木斯大学,003,日语,历,521.0,516,45621,210,,,5,
历史,10222,佳木斯大学,001,汉语言文学(师范),历,529.0,518,44193,211,,,9,普师
历史,10222,佳木斯大学,005,工商管理,历,524.0,516,45621,211,,,5,
历史,11242,太原学院,001,酒店管理,历,519.0,519,43476,205,,,1,
历史,10739,天水师范学院,001,网络与新媒体,历,520.0,519,43836,208,,,3,
历史,10739,天水师范学院,002,地理科学(师范),历+地,520.0,520,43114,209,,,3,普师
历史,11653,南阳理工学院,003,财务管理(培养智能财务人才),历,520.0,519,43476,207,,,2,
历史,11653,南阳理工学院,002,工商管理,历,519.0,519,43476,207,,,1,
历史,11653,南阳理工学院,001,国际经济与贸易(培养数字商务人才),历,519.0,519,43476,207,,,1,
历史,10167,渤海大学,001,金融学,历,538.0,538,30954,201,,,1,
历史,10167,渤海大学,002,金融学,历,511.0,511,49274,202,,,1,国际本科学术互认课程
历史,10383,铜陵学院,002,国际经济与贸易,历,523.0,521,42084,204,,,3,
历史,10383,铜陵学院,001,金融学,历,520.0,520,42765,204,,,3,
历史,10383,铜陵学院,003,市场营销,历,521.0,519,43476,204,,,4,
历史,10383,铜陵学院,004,资产评估,历,520.0,519,43476,204,,,4,
历史,10467,河南科技学院,002,英语(师范),历,,520,42765,205,,,2,普师
历史,10467,河南科技学院,001,国际经济与贸易,历,,519,43476,206,,,4,
历史,10578,韩山师范学院,001,思想政治教育(师范),历+政,556.0,537,31575,201,,,46,普师
历史,10578,韩山师范学院,002,地理科学(师范),历+地,545.0,530,36202,202,,,36,普师
历史,10578,韩山师范学院,026,烹饪与餐饮管理,历,530.0,520,42686,203,,,26,
历史,10578,韩山师范学院,017,旅游管理,历,527.0,520,42767,203,,,40,
历史,10578,韩山师范学院,003,汉语言文学(师范),历,558.0,528,37292,204,,,131,普师
历史,10578,韩山师范学院,004,汉语国际教育(师范),历,536.0,522,41135,204,,,57,普师
历史,10578,韩山师范学院,011,网络与新媒体,历,543.0,522,41537,204,,,86,
历史,10578,韩山师范学院,012,秘书学,历,534.0,522,41649,204,,,58,
历史,10578,韩山师范学院,005,历史学(师范),历,548.0,522,41551,205,,,148,普师
历史,10578,韩山师范学院,016,档案学,历,533.0,521,41877,205,,,36,
历史,10578,韩山师范学院,006,英语(师范),历,543.0,524,40252,206,,,62,普师
历史,10578,韩山师范学院,014,商务英语,历,531.0,523,40583,206,,,17,
历史,10578,韩山师范学院,013,日语,历,529.0,523,40931,206,,,17,
历史,10578,韩山师范学院,007,小学教育(师范),历,544.0,526,38355,207,,,21,普师
历史,10578,韩山师范学院,009,心理学(师范),历,536.0,523,40424,207,,,27,普师
历史,10578,韩山师范学院,008,学前教育(师范),历,525.0,521,41819,207,,,42,普师
历史,10578,韩山师范学院,010,法学,历,552.0,530,36101,208,,,70,
历史,10578,韩山师范学院,015,社会工作,历,534.0,528,37290,208,,,21,
历史,10578,韩山师范学院,021,审计学,历,534.0,523,40380,209,,,52,
历史,10578,韩山师范学院,018,财务管理,历,537.0,523,40902,209,,,50,
历史,10578,韩山师范学院,022,经济学,历,528.0,522,41749,209,,,46,
历史,10578,韩山师范学院,019,投资学,历,525.0,521,41830,209,,,25,
历史,10578,韩山师范学院,020,人力资源管理,历,528.0,521,41831,209,,,47,
历史,10578,韩山师范学院,023,"网络与新媒体(应用技术类,与广东科学技术职业学院协同培养)",历,534.0,522,41192,210,,,25,“4+0”试点专业实验班，四年均在广东科学技术职业学院培养
历史,10578,韩山师范学院,025,商务英语,历,520.0,502,56071,212,,,25,与澳大利亚西悉尼大学联合培养项目
历史,10129,内蒙古农业大学,001,社会工作,历,519.0,517,44900,205,,,4,
历史,11326,信阳农林学院,001,商务英语,历,520.0,520,42765,205,,,3,
历史,11326,信阳农林学院,002,网络与新媒体,历+政,522.0,520,42765,206,,,2,
历史,10579,岭南师范学院,001,思想政治教育(师范),历+政,557.0,539,30473,201,,,182,普师
历史,10579,岭南师范学院,002,地理科学(师范),历+地,562.0,532,34634,202,,,152,普师
历史,10579,岭南师范学院,003,地理信息科学,历+地,551.0,530,35914,202,,,76,
历史,10579,岭南师范学院,004,英语(师范),历,559.0,529,36470,203,,,140,普师
历史,10579,岭南师范学院,009,财务管理,历,545.0,528,37103,203,,,23,
历史,10579,岭南师范学院,005,商务英语,历,547.0,527,38214,203,,,62,
历史,10579,岭南师范学院,010,国际经济与贸易,历,539.0,527,38267,203,,,28,
历史,10579,岭南师范学院,006,翻译,历,533.0,525,39442,203,,,50,
历史,10579,岭南师范学院,007,日语,历,531.0,525,39452,203,,,35,
历史,10579,岭南师范学院,008,工商管理,历,542.0,525,39457,203,,,40,
历史,10579,岭南师范学院,012,法学,历,551.0,529,36872,204,,,150,
历史,10579,岭南师范学院,016,财务会计教育(师范),历,543.0,528,37073,204,,,18,普师
历史,10579,岭南师范学院,011,历史学(师范),历,559.0,527,38116,204,,,179,普师
历史,10579,岭南师范学院,013,心理学(师范),历,545.0,525,39322,204,,,73,普师
历史,10579,岭南师范学院,014,特殊教育(师范),历,553.0,524,40178,204,,,73,普师
历史,10579,岭南师范学院,015,学前教育(师范),历,528.0,524,40310,204,,,30,普师
历史,10579,岭南师范学院,017,电子商务,历,535.0,524,40338,204,,,54,
历史,10579,岭南师范学院,018,汉语言文学(师范),历,562.0,534,33440,205,,,405,普师
历史,10579,岭南师范学院,019,汉语国际教育(师范),历,544.0,530,36058,205,,,56,普师
历史,10579,岭南师范学院,020,网络与新媒体,历,546.0,529,36998,205,,,90,
历史,10579,岭南师范学院,021,新闻学,历,538.0,526,38921,205,,,109,
历史,10579,岭南师范学院,022,人力资源管理,历,534.0,525,39168,205,,,75,
历史,10579,岭南师范学院,024,行政管理,历,535.0,525,39185,205,,,70,
历史,10579,岭南师范学院,023,社会工作,历,545.0,525,39195,205,,,60,
历史,10579,岭南师范学院,025,汉语言文学(师范)(创新班),历,561.0,533,34209,206,,,41,普师，创意写作创新班
历史,10579,岭南师范学院,026,翻译,历,535.0,531,35462,206,,,15,涉外法律翻译创新班
历史,10582,嘉应学院,102,地理科学(师范),历+地,533.0,523,40860,222,,,74,普师
历史,10582,嘉应学院,103,地理信息科学,历+地,534.0,522,41650,223,,,47,
历史,10582,嘉应学院,111,思想政治教育(师范),历+政,544.0,528,37036,224,,,62,普师
历史,10582,嘉应学院,095,园林,历+生,526.0,522,41540,225,,,5,
历史,10582,嘉应学院,116,护理学,历+生,536.0,519,43455,225,,,150,
历史,10582,嘉应学院,091,汉语言文学(师范),历,550.0,526,38755,226,,,240,普师
历史,10582,嘉应学院,100,历史学(师范),历,534.0,524,40152,226,,,65,普师
历史,10582,嘉应学院,093,英语(师范),历,534.0,523,40499,226,,,93,普师
历史,10582,嘉应学院,115,科学教育(师范),历,525.0,523,40627,226,,,14,普师
历史,10582,嘉应学院,112,小学教育(师范),历,526.0,523,40638,226,,,55,普师
历史,10582,嘉应学院,092,新闻学,历,523.0,520,42674,227,,,75,
历史,10582,嘉应学院,094,日语,历,528.0,520,42797,227,,,35,
历史,10582,嘉应学院,104,旅游管理,历,522.0,520,42799,227,,,16,
历史,10582,嘉应学院,096,法学,历,556.0,527,38171,228,,,56,
历史,10582,嘉应学院,099,社会工作,历,531.0,523,40790,228,,,27,
历史,10582,嘉应学院,097,公共事业管理,历,527.0,523,40977,228,,,26,
历史,10582,嘉应学院,101,文化遗产,历,544.0,523,40982,228,,,40,
历史,10582,嘉应学院,105,财务管理,历,535.0,521,41861,229,,,49,
历史,10582,嘉应学院,108,国际经济与贸易,历,528.0,521,42290,229,,,35,
历史,10582,嘉应学院,106,工商管理,历,527.0,521,42346,229,,,33,
历史,10582,嘉应学院,110,资产评估,历,526.0,520,42426,229,,,20,
历史,10582,嘉应学院,109,市场营销,历,526.0,520,42428,229,,,30,
历史,10582,嘉应学院,113,心理学(师范),历,526.0,521,42138,230,,,17,普师
历史,10582,嘉应学院,114,学前教育(师范),历,523.0,520,42434,230,,,34,普师
历史,10582,嘉应学院,098,公共事业管理,历,521.0,513,47835,231,,,20,与澳大利亚科廷大学联合培养项目
历史,10582,嘉应学院,107,工商管理,历,519.0,512,48345,232,,,25,与澳大利亚科廷大学联合培养项目
历史,13687,南京传媒学院,002,新闻传播学类,历,527.0,507,52400,213,,,8,新闻学、广告学、传播学、网络与新媒体、数字出版
历史,13687,南京传媒学院,006,戏剧影视文学,历,517.0,506,53198,213,,,5,
历史,13687,南京传媒学院,003,国际新闻与传播,历,507.0,503,55561,213,,,5,
历史,13687,南京传媒学院,001,广播电视编导,历,538.0,501,57170,213,,,23,
历史,13687,南京传媒学院,004,汉语国际教育,历,505.0,501,57170,213,,,5,
历史,13687,南京传媒学院,005,时尚传播,历,505.0,500,57969,213,,,5,
历史,13687,南京传媒学院,007,电影学,历,504.0,500,57969,213,,,5,
历史,13687,南京传媒学院,008,财务管理,历,519.0,500,57969,213,,,4,
历史,13687,南京传媒学院,009,广播电视编导(中外合作办学),历,508.0,495,62132,214,,,10,中外合作
历史,13810,肇庆医学院,009,护理学,历+化,520.0,507,52014,205,,,20,
历史,11765,河南城建学院,001,财务管理,历,521.0,517,44900,204,,,5,
历史,51721,河北环境工程学院,003,网络与新媒体,历,518.0,517,45250,206,,,3,
历史,51721,河北环境工程学院,001,物流管理,历,518.0,517,45250,206,,,3,
历史,51721,河北环境工程学院,002,国际商务,历,518.0,517,45250,206,,,3,
历史,10606,玉林师范学院,007,英语(师范),历,525.0,523,40729,213,,,5,普师
历史,10606,玉林师范学院,009,商务英语,历,524.0,521,42084,213,,,10,
历史,10606,玉林师范学院,008,日语,历,520.0,520,42765,214,,,5,
历史,10606,玉林师范学院,001,汉语言文学(师范),历,533.0,522,41418,215,,,5,普师
历史,10606,玉林师范学院,003,广告学,历,521.0,520,42765,215,,,5,
历史,10606,玉林师范学院,010,小学教育(师范),历,522.0,520,42765,215,,,5,普师
历史,10606,玉林师范学院,004,行政管理,历,522.0,520,42765,215,,,5,
历史,10606,玉林师范学院,006,电子商务,历,521.0,520,42765,215,,,5,
历史,10606,玉林师范学院,005,酒店管理,历,521.0,520,42765,215,,,5,
历史,10606,玉林师范学院,002,汉语国际教育,历,521.0,520,42765,215,,,5,
历史,10606,玉林师范学院,011,应用心理学(师范),历,528.0,521,42084,216,,,4,普师
历史,10763,喀什大学,001,法学,历,,518,44548,210,,,5,
历史,10763,喀什大学,006,汉语言文学(师范),历,,518,44548,210,,,4,普师
历史,10763,喀什大学,003,教育学(师范),历,,517,45250,210,,,2,普师
历史,10763,喀什大学,004,小学教育(师范),历,,517,45250,210,,,2,普师
历史,10763,喀什大学,008,旅游管理,历,,517,45250,210,,,2,
历史,10763,喀什大学,005,学前教育(师范),历,,516,45991,210,,,2,普师
历史,10763,喀什大学,009,国际经济与贸易,历,,516,45991,210,,,2,
历史,10763,喀什大学,010,财务管理,历,,516,45991,210,,,4,
历史,10763,喀什大学,011,跨境电子商务,历,,516,45991,210,,,2,
历史,10763,喀什大学,007,地理科学(师范),历+地,,522,41753,211,,,2,普师
历史,10763,喀什大学,002,思想政治教育(师范),历+政,,520,43114,212,,,4,普师
历史,10166,沈阳师范大学,002,金融学(中外合作办学),历,,515,46208,202,,,4,中外合作
历史,11545,电子科技大学中山学院,033,财务管理,历,513.0,502,56360,205,,,98,
历史,11545,电子科技大学中山学院,030,金融学,历,515.0,501,57170,205,,,70,
历史,11545,电子科技大学中山学院,031,国际经济与贸易,历,516.0,501,57170,205,,,70,
历史,11545,电子科技大学中山学院,032,电子商务,历,512.0,501,57170,205,,,41,
历史,11545,电子科技大学中山学院,034,人力资源管理,历,516.0,501,57170,205,,,33,
历史,11545,电子科技大学中山学院,035,工商管理,历,514.0,501,57170,205,,,25,
历史,11545,电子科技大学中山学院,036,物流管理,历,513.0,501,57170,205,,,28,
历史,11545,电子科技大学中山学院,037,法学,历,528.0,510,50078,209,,,112,
历史,11545,电子科技大学中山学院,038,新闻学,历,520.0,505,53984,209,,,100,
历史,11545,电子科技大学中山学院,042,英语,历,523.0,502,56360,209,,,100,
历史,11545,电子科技大学中山学院,039,行政管理,历,560.0,501,57170,209,,,60,
历史,11545,电子科技大学中山学院,040,旅游管理,历,510.0,501,57170,209,,,49,
历史,11545,电子科技大学中山学院,041,商务英语,历,515.0,501,57170,209,,,65,
历史,11545,电子科技大学中山学院,043,日语,历,509.0,501,57170,209,,,46,
历史,10723,渭南师范学院,001,学前教育(中外合作办学)(师范),历,511.0,511,49008,204,,,1,普师
历史,12048,南京特殊教育师范学院,003,手语翻译,历,,551,23548,213,,,1,
历史,12048,南京特殊教育师范学院,005,网络与新媒体,历,,551,23548,213,,,1,
历史,12048,南京特殊教育师范学院,001,特殊教育(师范),历,,577,12110,214,,,1,普师
历史,12048,南京特殊教育师范学院,002,孤独症儿童教育(师范),历,,569,15095,214,,,1,普师
历史,12048,南京特殊教育师范学院,004,无障碍管理,历,,539,30341,215,,,2,
历史,12048,南京特殊教育师范学院,006,思想政治教育(师范),历+政,,537,31552,216,,,2,普师
历史,12784,河北传媒学院,002,广播电视编导,历,,493,63856,216,,,5,
历史,12784,河北传媒学院,001,戏剧影视文学,历,,484,71828,216,,,6,
历史,12784,河北传媒学院,003,文化产业管理,历,,506,53198,217,,,3,
历史,12784,河北传媒学院,004,电子商务,历,,501,57170,217,,,3,
历史,12784,河北传媒学院,005,会展经济与管理,历,,500,57969,217,,,3,
历史,12574,广东东软学院,020,财务管理,历,,491,65111,219,,,50,
历史,12574,广东东软学院,021,市场营销,历,,485,70576,220,,,23,
历史,12574,广东东软学院,022,工商管理,历,,485,70952,220,,,15,
历史,12574,广东东软学院,023,物流管理,历,,485,71229,221,,,23,
历史,12574,广东东软学院,024,商务英语,历,,484,71483,222,,,40,
历史,12574,广东东软学院,025,日语,历,,480,75816,223,,,35,
历史,12059,广东培正学院,049,人力资源管理,历,492.0,473,82093,205,,,49,
历史,12059,广东培正学院,053,跨境电子商务,历,501.0,473,82093,205,,,48,
历史,12059,广东培正学院,054,行政管理,历,492.0,473,82093,205,,,36,
历史,12059,广东培正学院,055,旅游管理,历,510.0,473,82093,205,,,36,
历史,12059,广东培正学院,056,劳动与社会保障,历,492.0,473,82093,205,,,30,
历史,12059,广东培正学院,048,工商管理,历,497.0,472,83076,205,,,95,
历史,12059,广东培正学院,050,市场营销,历,499.0,472,83076,205,,,36,
历史,12059,广东培正学院,051,物流管理,历,500.0,472,83076,205,,,60,
历史,12059,广东培正学院,052,电子商务,历,500.0,472,83076,205,,,60,
历史,12059,广东培正学院,057,经济学,历,500.0,472,83076,205,,,30,
历史,12059,广东培正学院,058,投资学,历,501.0,472,83076,205,,,30,
历史,12059,广东培正学院,059,国际经济与贸易,历,503.0,472,83076,205,,,43,
历史,12059,广东培正学院,061,会计学,历,511.0,472,83076,205,,,146,
历史,12059,广东培正学院,062,财务管理,历,492.0,472,83076,205,,,90,
历史,12059,广东培正学院,063,审计学,历,504.0,472,83076,205,,,60,
历史,12059,广东培正学院,070,文化产业管理,历,501.0,472,83076,205,,,30,
历史,12059,广东培正学院,043,翻译,历,478.0,478,77385,206,,,22,
历史,12059,广东培正学院,044,日语,历,500.0,477,78292,206,,,40,
历史,12059,广东培正学院,047,学前教育,历,484.0,477,78292,206,,,45,
历史,12059,广东培正学院,042,英语,历,509.0,476,79224,206,,,98,
历史,12059,广东培正学院,045,商务英语,历,499.0,476,79224,206,,,72,
历史,12059,广东培正学院,046,西班牙语,历,484.0,476,79224,206,,,22,
历史,12059,广东培正学院,064,法学,历,522.0,476,79224,206,,,105,
历史,12059,广东培正学院,065,广告学,历,507.0,476,79224,206,,,39,
历史,12059,广东培正学院,066,秘书学,历,493.0,476,79224,206,,,30,
历史,12059,广东培正学院,067,应用心理学,历,515.0,476,79224,206,,,39,
历史,12059,广东培正学院,068,汉语国际教育,历,496.0,476,79224,206,,,84,
历史,12059,广东培正学院,069,网络与新媒体,历,506.0,476,79224,206,,,12,
历史,12059,广东培正学院,071,小学教育,历,517.0,476,79224,206,,,102,
历史,12059,广东培正学院,060,国际经济与贸易,历,511.0,469,86046,207,,,20,培养国际商务人才；与英国西英格兰大学中外学分互认项目
历史,12618,广州软件学院,042,会计学,历,512.0,487,69140,216,,,70,
历史,12618,广州软件学院,038,国际经济与贸易,历,501.0,484,71774,216,,,23,
历史,12618,广州软件学院,049,英语,历,511.0,481,74636,216,,,60,
历史,12618,广州软件学院,048,电子商务,历,494.0,478,77035,216,,,30,
历史,12618,广州软件学院,044,财务管理,历,500.0,478,77039,216,,,55,
历史,12618,广州软件学院,050,日语,历,501.0,478,77378,216,,,30,
历史,12618,广州软件学院,046,行政管理,历,501.0,478,77381,216,,,28,
历史,12618,广州软件学院,045,人力资源管理,历,499.0,478,77504,216,,,30,
历史,12618,广州软件学院,039,工商管理,历,505.0,478,77528,216,,,59,
历史,12618,广州软件学院,047,物流管理,历,510.0,478,77617,216,,,50,
历史,12618,广州软件学院,040,市场营销,历,498.0,478,77621,216,,,55,
历史,12618,广州软件学院,037,风景园林,历,495.0,464,91502,217,,,57,
历史,12618,广州软件学院,036,网络与新媒体,历,509.0,484,71943,218,,,105,
历史,12618,广州软件学院,041,市场营销,历,486.0,473,81957,219,,,7,国际商务班
历史,12618,广州软件学院,043,会计学,历,494.0,481,74715,220,,,7,国际注册会计师班
历史,10822,广东白云学院,050,汉语言文学,历,530.0,498,59979,218,,,410,
历史,10822,广东白云学院,051,学前教育(师范),历,505.0,495,62213,219,,,24,普师
历史,10822,广东白云学院,052,小学教育(师范),历,520.0,495,62344,219,,,90,普师
历史,10822,广东白云学院,053,应用心理学,历,514.0,491,65744,220,,,106,
历史,10822,广东白云学院,056,城乡规划(5年),历,503.0,477,78505,221,,,20,
历史,10822,广东白云学院,054,建筑学(5年),历,496.0,477,78604,221,,,38,
历史,10822,广东白云学院,055,风景园林,历,506.0,477,78693,221,,,32,
历史,10822,广东白云学院,058,日语,历,498.0,482,73992,222,,,56,
历史,10822,广东白云学院,059,商务英语,历,506.0,482,74062,222,,,84,
历史,10822,广东白云学院,057,英语,历,512.0,482,74063,222,,,102,
历史,10822,广东白云学院,065,人力资源管理,历,498.0,481,75067,223,,,65,
历史,10822,广东白云学院,062,市场营销,历,511.0,480,75382,223,,,44,
历史,10822,广东白云学院,061,跨境电子商务,历,505.0,480,75414,223,,,69,
历史,10822,广东白云学院,063,社会工作,历,502.0,480,75425,223,,,36,
历史,10822,广东白云学院,060,工商管理,历,497.0,480,75508,223,,,50,
历史,10822,广东白云学院,064,物流管理,历,518.0,480,75551,223,,,42,
历史,10822,广东白云学院,067,金融学,历,512.0,484,72002,224,,,74,
历史,10822,广东白云学院,070,审计学,历,507.0,484,72009,224,,,88,
历史,10822,广东白云学院,068,会计学,历,514.0,484,72011,224,,,215,
历史,10822,广东白云学院,069,财务管理,历,503.0,484,72017,224,,,80,
历史,10822,广东白云学院,066,国际经济与贸易,历,509.0,484,72037,224,,,70,
历史,10822,广东白云学院,072,金融学,历,501.0,465,89918,225,,,30,国际班，与澳大利亚悉尼科技大学、英国密德萨斯大学、英国普利茅斯大学“3+X”联合培养项目
历史,10822,广东白云学院,071,工商管理,历,483.0,464,91395,225,,,30,国际班，与澳大利亚悉尼科技大学、英国密德萨斯大学、英国普利茅斯大学“3+X”联合培养项目
历史,10822,广东白云学院,074,广播电视编导,历,504.0,488,68213,226,,,40,
历史,10822,广东白云学院,075,网络与新媒体,历,509.0,488,68547,226,,,73,
历史,10822,广东白云学院,076,服装设计与工程,历,491.0,464,91541,227,,,20,校企联合培养项目
物理,18213,哈尔滨工业大学(深圳),004,工科试验班(计算机与电子通信),物+化,675.0,662,1764,203,,,332,计算机科学与技术、通信工程、集成电路设计与集成系统、自动化、电气工程及其自动化
物理,18213,哈尔滨工业大学(深圳),005,通信工程(中外合作办学),物+化,,646,4557,204,,,13,中外合作
物理,10286,东南大学,015,工科试验班(吴健雄班),物+化,,663,1659,208,,,14,信息工程(等四年制理工科
物理,10286,东南大学,010,工科试验班(智慧能源与电气工程),物+化,,662,1795,208,,,8,电气工程及其自动化、电动载运工程、新能源科学与工程、能源与动力工程
物理,10286,东南大学,009,工科试验班(智能制造与智能系统),物+化,,660,1982,208,,,17,机器人工程、自动化、智能感知工程、智能车辆工程、测控技术与仪器、机械工程
物理,10286,东南大学,013,计算机类,物+化,,660,2030,208,,,12,计算机科学与技术、人工智能、软件工程、网络空间安全
物理,10286,东南大学,014,生物医学工程(学制七年本硕连读),物+化,,660,2080,208,,,6,
物理,10286,东南大学,012,集成电路设计与集成系统,物+化,,659,2110,208,,,5,
物理,10286,东南大学,011,电子信息类,物+化,,659,2117,208,,,17,信息工程、电子科学与技术、海洋信息工程
物理,10247,同济大学,011,工科试验班(国豪精英班),物+化,674.0,670,1002,208,,,11,未来技术班、“2+1+X”、所有工科专业任选
物理,10247,同济大学,012,工科试验班(卓越计划班),物+化,669.0,662,1725,208,,,19,机器人、工程互联网、智能网联车辆、智慧空间四个领域、“2+1+X”、领域内专业任选
物理,10247,同济大学,015,工科试验班(智能化制造与新能源类),物+化,664.0,659,2131,208,,,4,新能源材料与器件、机械设计制造及其自动化、能源与动力工程、智能制造工程、飞行器制造工程、建筑环境与能源应用工程、工业设计
物理,10247,同济大学,016,工科试验班(信息类),物+化,663.0,659,2135,208,,,25,计算机科学与技术、信息安全、数据科学与大数据技术、电气工程及其自动化、自动化、通信工程、人工智能、微电子科学与工程、软件工程
物理,10247,同济大学,019,医学试验班(国豪精英班)(5年),物+化,655.0,655,2756,209,,,1,基础医学
物理,10247,同济大学,020,医学试验班(5年),物+化,662.0,648,4030,209,,,6,临床医学(领军人才培养)、临床医学、口腔医学、生物技术、生物信息学
物理,10247,同济大学,021,临床医学(5+3一体化)(5年),物+化,648.0,647,4291,209,,,3,
物理,10247,同济大学,022,机械类(中外合作办学),物+化,657.0,648,4170,210,,,10,中外合作
物理,10247,同济大学,017,技术科学试验班(智能交通与车辆类),物+化,658.0,651,3495,211,,,20,交通工程、交通运输、车辆工程(汽车)、车辆工程
物理,10055,南开大学,014,金融学类,物,654.0,644,4925,205,,,8,金融学、保险学(保险与精算)
物理,10055,南开大学,016,理科试验班(数学与大数据),物+化,671.0,660,1949,206,,,7,数学与应用数学、信息与计算科学、数据科学、统计学
物理,10055,南开大学,015,临床医学(5+3一体化)(5年),物+化,654.0,654,2846,206,,,4,
物理,10055,南开大学,018,工科试验班(信息科学与技术),物+化,659.0,649,3793,206,,,17,计算机科学与技术、信息安全、物联网工程、自动化、智能科学与技术、软件工程
物理,10055,南开大学,017,理科试验班(物质科学与可持续发展),物+化,659.0,649,3793,206,,,7,化学、应用化学、生物科学、生物技术、环境科学、环境工程、资源循环科学与工程、药学、药物化学、材料物理、材料化学
物理,10055,南开大学,020,理科试验班(物理与光电信息技术工程),物+化,657.0,647,4227,206,,,17,物理学、应用物理学、光电信息科学与工程、电子信息科学与技术、微电子科学与工程、电子科学与技术、通信工程
物理,10614,电子科技大学,008,电子信息类(成电英才电子与计算机科技创新领军人才计划),物+化,,665,1425,205,,,2,电子信息工程、通信工程、网络工程、电磁场与无线技术、电子科学与技术、微电子科学与工程、集成电路设计与集成系统、计算机科学与技术、人工智能、网络空间安全、机械设计制造及其自动化、机器人工程、光电信息科学与工程、信息工程、测控技术与仪器、自动化、材料科学与工程、生物医学工程
物理,10614,电子科技大学,012,微电子科学与工程,物+化,,654,2945,205,,,9,
