subject_group,school_code,school_name,major_code,major_name,selection_requirement,actual_major_max_score,actual_major_min_score,actual_major_min_rank,major_group_code,college_department,actual_major_avg_score,actual_major_admit_count,major_note
物理,10161,大连医科大学,002,临床医学(5+3一体化)(5年),物+化,604.0,602,25134,204,,,3,
物理,10161,大连医科大学,003,临床医学(5+3一体化儿科学)(5年),物+化,599.0,595,30528,205,,,2,
物理,10617,重庆邮电大学,003,计算机科学与技术,物+化,612.0,592,33088,207,,,8,
物理,10617,重庆邮电大学,002,电子信息类(通信与信息类),物+化,605.0,588,36476,207,,,20,通信工程、电子信息工程
物理,10617,重庆邮电大学,005,计算机类(智能技术类),物+化,599.0,583,41269,207,,,15,智能科学与技术、数据科学与大数据技术、人工智能
物理,10617,重庆邮电大学,010,电子信息类(集成电路类),物+化,598.0,582,42253,207,,,14,微电子科学与工程、集成电路设计与集成系统
物理,10617,重庆邮电大学,006,机器人工程,物+化,588.0,578,46307,207,,,5,
物理,10617,重庆邮电大学,007,数据科学与大数据技术(联合学士学位项目),物+化,586.0,576,48428,207,,,4,重庆工商大学“3+1”联合学士学位人才培养项目
物理,10617,重庆邮电大学,008,自动化类(智能自动化),物+化,588.0,575,49532,207,,,18,自动化、电气工程及其自动化、物联网工程、测控技术与仪器
物理,10617,重庆邮电大学,013,计算机类(网络安全类),物+化,594.0,575,49532,207,,,12,信息安全、网络空间安全
物理,10617,重庆邮电大学,019,信息管理与信息系统,物+化,575.0,574,50603,207,,,2,
物理,10617,重庆邮电大学,009,电子信息类(电子工程类),物+化,588.0,574,50603,207,,,18,光电信息科学与工程、电子科学与技术、电磁场与无线技术
物理,10617,重庆邮电大学,018,经济学类(经济金融类),物+化,573.0,572,52776,207,,,7,数字经济、金融工程
物理,10617,重庆邮电大学,021,邮政工程,物+化,579.0,572,52776,207,,,5,
物理,10617,重庆邮电大学,012,生物医学工程,物+化,578.0,571,53925,207,,,6,
物理,10617,重庆邮电大学,011,机械类(电子信息制造类),物+化,583.0,570,55118,207,,,15,机械设计制造及其自动化、智能制造工程
物理,10617,重庆邮电大学,017,工商管理类,物+化,586.0,570,55118,207,,,2,市场营销、会计学
物理,10617,重庆邮电大学,020,电子商务类(智慧物流类),物+化,571.0,570,55118,207,,,8,电子商务、物流管理
物理,10617,重庆邮电大学,014,通信工程(中外合作办学),物+化,587.0,578,46307,208,,,10,中外合作
物理,10617,重庆邮电大学,015,电子信息工程(中外合作办学),物+化,584.0,576,48428,208,,,10,中外合作
物理,10617,重庆邮电大学,016,软件工程(中外合作办学),物+化,578.0,575,49532,208,,,10,中外合作
物理,10617,重庆邮电大学,004,软件工程,物+化,603.0,589,35591,209,,,20,
物理,10530,湘潭大学,022,法学,物,584.0,582,42253,213,,,2,
物理,10530,湘潭大学,026,英语,物,577.0,573,51687,213,,,2,
物理,10530,湘潭大学,023,知识产权,物,575.0,571,53925,213,,,2,
物理,10530,湘潭大学,016,经济学,物,579.0,570,55118,213,,,4,
物理,10530,湘潭大学,025,广告学,物,574.0,567,58720,213,,,2,
物理,10530,湘潭大学,017,金融学,物,574.0,566,59965,213,,,3,
物理,10530,湘潭大学,020,人力资源管理,物,571.0,565,61206,213,,,2,
物理,10530,湘潭大学,019,工商管理,物,570.0,565,61206,213,,,3,
物理,10530,湘潭大学,024,信用风险管理与法律防控,物,578.0,564,62429,213,,,2,
物理,10530,湘潭大学,018,国际经济与贸易,物,571.0,564,62429,213,,,2,
物理,10530,湘潭大学,027,数学类,物+化,609.0,607,21684,216,,,3,数学与应用数学、信息与计算科学、统计学
物理,10530,湘潭大学,044,计算机科学与技术,物+化,602.0,595,30528,216,,,3,
物理,10530,湘潭大学,050,人工智能(创业菁英班),物+化,597.0,594,31343,216,,,2,
物理,10530,湘潭大学,021,应急管理,物+化,606.0,592,33088,216,,,2,
物理,10530,湘潭大学,045,软件工程,物+化,599.0,586,38312,216,,,4,
物理,10530,湘潭大学,028,数据科学与大数据技术,物+化,593.0,584,40276,216,,,4,
物理,10530,湘潭大学,051,智能制造工程(创业菁英班),物+化,590.0,581,43255,216,,,2,
物理,10530,湘潭大学,037,机械设计制造及其自动化,物+化,590.0,579,45303,216,,,3,
物理,10530,湘潭大学,042,自动化,物+化,582.0,579,45303,216,,,4,
物理,10530,湘潭大学,043,电子信息工程,物+化,584.0,578,46307,216,,,3,
物理,10530,湘潭大学,029,微电子科学与工程,物+化,583.0,577,47335,216,,,4,
物理,10530,湘潭大学,040,智能制造工程,物+化,576.0,576,48428,216,,,2,
物理,10530,湘潭大学,041,能源与动力工程,物+化,577.0,576,48428,216,,,3,
物理,10530,湘潭大学,031,金属材料工程,物+化,580.0,575,49532,216,,,3,
物理,10530,湘潭大学,034,高分子材料与工程,物+化,592.0,575,49532,216,,,3,
物理,10530,湘潭大学,030,光电信息科学与工程,物+化,580.0,573,51687,216,,,5,
物理,10530,湘潭大学,039,工业设计,物+化,573.0,573,51687,216,,,2,
物理,10530,湘潭大学,046,网络空间安全,物+化,576.0,572,52776,216,,,4,
物理,10530,湘潭大学,033,能源化学,物+化,576.0,572,52776,216,,,3,
物理,10530,湘潭大学,032,新能源材料与器件,物+化,575.0,571,53925,216,,,5,
物理,10530,湘潭大学,036,食品科学与工程,物+化,572.0,571,53925,216,,,3,
物理,10530,湘潭大学,038,材料成型及控制工程,物+化,572.0,570,55118,216,,,3,
物理,10530,湘潭大学,035,化学工程与工艺,物+化,577.0,569,56302,216,,,4,
物理,10530,湘潭大学,047,土木工程,物+化,573.0,569,56302,216,,,5,
物理,10530,湘潭大学,048,环境工程,物+化,569.0,568,57498,216,,,3,
物理,10530,湘潭大学,049,环境科学,物+化,568.0,568,57498,216,,,3,
物理,80002,华南师范大学(汕尾校区),157,小学教育(师范),物,603.0,579,45659,202,,,100,普师
物理,80002,华南师范大学(汕尾校区),161,学前教育(师范),物,579.0,574,50274,202,,,33,普师
物理,80002,华南师范大学(汕尾校区),152,储能科学与工程,物+化,600.0,583,41595,203,,,120,
物理,80002,华南师范大学(汕尾校区),148,材料物理,物+化,599.0,580,44060,203,,,121,
物理,80002,华南师范大学(汕尾校区),150,数据科学与大数据技术,物+化,604.0,589,35642,204,,,260,
物理,80002,华南师范大学(汕尾校区),153,金融科技,物,595.0,577,47047,205,,,160,
物理,10403,南昌大学,010,金融学,物,592.0,590,34751,218,,,3,
物理,10403,南昌大学,038,经济学,物,596.0,592,33088,219,,,3,“经济学+人工智能”双学位
物理,10403,南昌大学,011,会计学,物,595.0,591,33934,219,,,2,
物理,10403,南昌大学,037,数字经济,物,591.0,590,34751,219,,,3,
物理,10403,南昌大学,009,管理科学,物,590.0,589,35591,219,,,4,
物理,10403,南昌大学,026,电气工程及其自动化,物+化,608.0,607,21684,220,,,2,
物理,10403,南昌大学,027,自动化,物+化,611.0,604,23749,220,,,4,
物理,10403,南昌大学,028,人工智能,物+化,605.0,603,24425,220,,,3,
物理,10403,南昌大学,025,通信工程,物+化,606.0,603,24425,220,,,3,
物理,10403,南昌大学,020,机械设计制造及其自动化,物+化,605.0,602,25134,220,,,4,
物理,10403,南昌大学,029,软件工程,物+化,606.0,601,25869,220,,,4,
物理,10403,南昌大学,014,数据科学与大数据技术,物+化,603.0,598,28149,220,,,3,
物理,10403,南昌大学,021,材料成型及控制工程,物+化,597.0,594,31343,220,,,2,
物理,10403,南昌大学,012,数学与应用数学,物+化,597.0,594,31343,220,,,3,
物理,10403,南昌大学,022,工业设计,物+化,597.0,594,31343,220,,,4,
物理,10403,南昌大学,015,材料科学与工程,物+化,598.0,594,31343,220,,,4,
物理,10403,南昌大学,024,建筑环境与能源应用工程,物+化,596.0,594,31343,220,,,2,
物理,10403,南昌大学,023,土木工程,物+化,596.0,594,31343,220,,,4,智能化建筑工程、道路与桥梁工程、岩土与地下工程、数字建造与管理
物理,10403,南昌大学,013,计算机科学与技术,物+化,617.0,612,18512,221,,,4,
物理,10403,南昌大学,016,应用化学,物+化,593.0,591,33934,222,,,2,
物理,10403,南昌大学,019,生物工程,物+化,593.0,587,37385,222,,,4,
物理,10403,南昌大学,018,食品科学与工程,物+化,597.0,585,39275,222,,,3,
物理,10403,南昌大学,036,智能医学工程,物+化,593.0,584,40276,222,,,2,
物理,10403,南昌大学,030,临床医学(5年),物+化,586.0,583,41269,222,,,4,
物理,10403,南昌大学,033,药学,物+化,598.0,582,42253,222,,,2,
物理,10403,南昌大学,017,水产养殖学,物+化,585.0,582,42253,222,,,4,
物理,10403,南昌大学,034,康复治疗学,物+化,587.0,582,42253,222,,,3,
物理,10403,南昌大学,031,临床医学(中外合作办学)(5年),物+化,604.0,588,36476,223,,,15,中外合作
物理,10403,南昌大学,032,口腔医学(5年),物+化+生,612.0,610,19726,224,,,2,
物理,10403,南昌大学,035,护理学,物+生,572.0,568,57498,225,,,5,
物理,10299,江苏大学,019,工业工程,物,580.0,579,45303,205,,,3,
物理,10299,江苏大学,020,信息管理与信息系统,物,587.0,576,48428,205,,,2,
物理,10299,江苏大学,008,机械设计制造及其自动化,物+化,588.0,588,36476,206,,,2,
物理,10299,江苏大学,009,计算机科学与技术,物+化,593.0,588,36476,206,,,2,
物理,10299,江苏大学,005,电气工程及其自动化,物+化,586.0,586,38312,206,,,2,
物理,10299,江苏大学,004,车辆工程,物+化,589.0,582,42253,206,,,2,
物理,10299,江苏大学,006,光电信息科学与工程,物+化,583.0,582,42253,206,,,2,
物理,10299,江苏大学,016,信息安全,物+化,582.0,580,44275,206,,,2,
物理,10299,江苏大学,018,智能制造工程,物+化,584.0,579,45303,206,,,2,
物理,10299,江苏大学,015,物联网工程,物+化,582.0,577,47335,206,,,2,
物理,10299,江苏大学,012,能源与动力工程,物+化,580.0,575,49532,206,,,5,
物理,10299,江苏大学,007,化学类,物+化,576.0,574,50603,206,,,2,化学、化学(师范)、应用化学
物理,10299,江苏大学,011,临床医学(5年),物+化,576.0,574,50603,206,,,4,
物理,10299,江苏大学,013,农业机械化及其自动化,物+化,579.0,574,50603,206,,,3,
物理,10299,江苏大学,010,交通运输,物+化,575.0,573,51687,206,,,2,
物理,10299,江苏大学,014,食品科学与工程类,物+化,582.0,573,51687,206,,,3,食品科学与工程、食品质量与安全、食品营养与健康
物理,10299,江苏大学,017,应急技术与管理,物+化,573.0,573,51687,206,,,2,
物理,10749,宁夏大学,004,计算机科学与技术,物+化,583.0,571,54542,206,,,5,与中软国际共建项目
物理,10749,宁夏大学,012,电子信息工程,物+化,576.0,570,55692,206,,,3,
物理,10749,宁夏大学,011,智能科学与技术,物+化,567.0,565,61836,206,,,3,
物理,10749,宁夏大学,005,软件工程,物+化,567.0,556,73429,206,,,5,与东软教育科技集团共建项目
物理,10749,宁夏大学,006,农业资源与环境,物+化,566.0,552,78904,206,,,3,
物理,10749,宁夏大学,009,机械工程,物+化,570.0,551,80319,206,,,9,
物理,10749,宁夏大学,010,材料科学与工程,物+化,561.0,546,87666,206,,,5,
物理,10749,宁夏大学,008,化学工程与工艺,物+化,570.0,552,78904,207,,,6,
物理,10749,宁夏大学,007,葡萄与葡萄酒工程(中外合作办学),物+化,543.0,538,99935,208,,,3,中外合作
物理,11646,宁波大学,011,金融工程,物,582.0,563,63656,208,,,5,
物理,11646,宁波大学,005,建筑学(5年),物,566.0,557,71412,208,,,5,
物理,11646,宁波大学,014,电子信息类,物+化,591.0,584,40276,209,,,7,电子信息科学与技术、电气工程及其自动化、通信工程
物理,11646,宁波大学,007,微电子科学与工程,物+化,587.0,583,41269,209,,,4,
物理,11646,宁波大学,015,光电信息科学与工程,物+化,589.0,580,44275,209,,,3,
物理,11646,宁波大学,012,机械类,物+化,593.0,578,46307,209,,,7,机械设计制造及其自动化、车辆工程、工业工程
物理,11646,宁波大学,013,工程力学,物+化,582.0,576,48428,209,,,6,
物理,11646,宁波大学,006,工业设计,物+化,581.0,576,48428,209,,,5,
物理,11646,宁波大学,009,数学与应用数学,物+化,588.0,575,49532,209,,,7,
物理,11646,宁波大学,008,物理学,物+化,589.0,575,49532,209,,,6,
物理,11646,宁波大学,010,数学与应用数学(师范),物+化,574.0,573,51687,209,,,3,普师
物理,11646,宁波大学,016,土木工程,物+化,575.0,573,51687,209,,,3,
物理,11646,宁波大学,019,临床医学(5年),物+化,576.0,567,58720,210,,,6,
物理,11646,宁波大学,018,食品科学与工程,物+化,578.0,566,59965,210,,,8,
物理,11646,宁波大学,017,生物科学类,物+化,594.0,565,61206,210,,,8,生物技术、水产养殖学
物理,11646,宁波大学,020,药学,物+化,572.0,564,62429,210,,,4,
物理,19635,西南大学(荣昌校区),004,市场营销,物,582.0,582,42752,207,,,1,
物理,19635,西南大学(荣昌校区),003,管理科学与工程类,物,581.0,573,52244,207,,,6,信息管理与信息系统、大数据管理与应用
物理,19635,西南大学(荣昌校区),005,乡村治理,物,573.0,573,52244,207,,,1,
物理,19635,西南大学(荣昌校区),009,水产类,物+化,570.0,569,56910,208,,,3,水产养殖学、水族科学与技术
物理,19635,西南大学(荣昌校区),006,动物科学,物+化,584.0,574,51128,209,,,6,
物理,19635,西南大学(荣昌校区),007,动物医学类(5年),物+化,581.0,574,51128,209,,,6,动物医学(五年制)、兽医公共卫生(五年制)
物理,19635,西南大学(荣昌校区),008,动物药学,物+化,589.0,574,51128,209,,,2,
物理,19635,西南大学(荣昌校区),010,动物科学(中外合作办学),物+化,569.0,568,58084,210,,,2,中外合作
物理,10589,海南大学,040,风景园林,物,582.0,577,47868,223,,,3,
物理,10589,海南大学,049,物流管理,物,575.0,575,50077,223,,,3,
物理,10589,海南大学,053,会展经济与管理(中外合作办学),物,565.0,557,72077,224,,,3,中外合作
物理,10589,海南大学,050,酒店管理(中外合作办学),物,548.0,548,84612,224,,,2,中外合作
物理,10589,海南大学,055,电子商务(中外合作办学),物,556.0,544,90713,224,,,8,中外合作
物理,10589,海南大学,052,人文地理与城乡规划(中外合作办学),物+地,565.0,560,68128,225,,,2,中外合作
物理,10589,海南大学,034,人工智能,物+化,600.0,596,30131,226,,,8,
物理,10589,海南大学,037,数据科学与大数据技术,物+化,600.0,595,30924,226,,,2,
物理,10589,海南大学,036,密码科学与技术,物+化,604.0,594,31760,226,,,3,
物理,10589,海南大学,032,电子信息工程,物+化,600.0,594,31760,226,,,4,
物理,10589,海南大学,029,自动化,物+化,599.0,594,31760,226,,,5,
物理,10589,海南大学,035,电子科学与技术,物+化,594.0,593,32651,226,,,3,
物理,10589,海南大学,033,通信工程,物+化,593.0,593,32651,226,,,3,
物理,10589,海南大学,030,材料科学与工程,物+化,592.0,587,37840,226,,,6,
物理,10589,海南大学,027,生态学,物+化,592.0,585,39765,226,,,4,
物理,10589,海南大学,020,海洋工程与技术,物+化,591.0,585,39765,226,,,6,
物理,10589,海南大学,026,环境科学,物+化,585.0,581,43757,226,,,3,
物理,10589,海南大学,028,土木工程,物+化,584.0,581,43757,226,,,7,
物理,10589,海南大学,046,设施农业科学与工程,物+化,582.0,581,43757,226,,,3,
物理,10589,海南大学,025,食品质量与安全,物+化,592.0,580,44792,226,,,11,
物理,10589,海南大学,038,计算机科学与技术,物+化,605.0,601,26228,227,,,10,
物理,10589,海南大学,021,生物科学,物+化,597.0,587,37840,228,,,2,
物理,10589,海南大学,023,生物医学工程,物+化,602.0,586,38783,228,,,6,
物理,10589,海南大学,016,应用物理学,物+化,590.0,583,41752,228,,,4,
物理,10589,海南大学,031,高分子材料与工程,物+化,586.0,580,44792,228,,,4,
物理,10589,海南大学,017,应用化学,物+化,583.0,580,44792,228,,,4,
物理,10589,海南大学,041,水产养殖学,物+化,581.0,579,45812,228,,,2,
物理,10589,海南大学,044,动物医学(5年),物+化,581.0,578,46800,228,,,2,
物理,10589,海南大学,022,生物技术,物+化,577.0,576,48986,228,,,4,
物理,10589,海南大学,024,食品科学与工程,物+化,588.0,575,50077,228,,,4,
物理,10589,海南大学,018,化学,物+化,577.0,573,52244,228,,,5,
物理,10589,海南大学,019,海洋科学,物+化,579.0,572,53307,228,,,6,
物理,10589,海南大学,042,海洋渔业科学与技术,物+化,576.0,572,53307,228,,,3,
物理,10589,海南大学,048,农业资源与环境,物+化,579.0,571,54542,228,,,3,
物理,10589,海南大学,045,植物保护,物+化,577.0,571,54542,228,,,4,
物理,10589,海南大学,043,动物科学,物+化,576.0,571,54542,228,,,4,
物理,10589,海南大学,047,农学,物+化,571.0,571,54542,228,,,2,
物理,10589,海南大学,054,智能科学与技术(中外合作办学),物+化,592.0,576,48986,229,,,5,中外合作
物理,10589,海南大学,039,软件工程,物+化,600.0,598,28531,230,,,5,
物理,10589,海南大学,051,行政管理(中外合作办学),物,556.0,552,78904,232,,,2,中外合作
物理,10291,南京工业大学,012,工业工程,物,,573,51687,206,,,2,
物理,10291,南京工业大学,011,工程管理,物,,569,56302,206,,,2,
物理,10291,南京工业大学,007,复合材料与工程,物+化,,575,49532,207,,,1,
物理,10291,南京工业大学,013,通信工程,物+化,,570,55118,207,,,3,
物理,10291,南京工业大学,008,化学工程与工艺,物+化,,569,56302,207,,,2,
物理,10291,南京工业大学,016,土木工程,物+化,,566,59965,207,,,2,
物理,10291,南京工业大学,009,应用化学,物+化,,563,63656,207,,,2,
物理,10291,南京工业大学,015,交通工程,物+化,,560,67459,207,,,4,
物理,10291,南京工业大学,006,水质科学与技术,物+化,,560,67459,207,,,3,
物理,10291,南京工业大学,010,城乡规划(5年),物+化,,559,68771,207,,,2,
物理,10291,南京工业大学,005,环境工程,物+化,,557,71412,207,,,3,
物理,10291,南京工业大学,014,给排水科学与工程,物+化,,556,72754,207,,,4,
物理,10291,南京工业大学,017,制药工程(中外合作办学),物+化,,560,67459,208,,,3,中外合作
物理,10291,南京工业大学,018,材料科学与工程(中外合作办学),物+化,,569,56302,209,,,3,中外合作
物理,10593,广西大学,017,会计学,物,587.0,571,53925,204,,,5,
物理,10593,广西大学,020,国际经济与贸易,物,587.0,569,56302,204,,,5,
物理,10593,广西大学,019,经济学,物,584.0,569,56302,204,,,5,
物理,10593,广西大学,018,旅游管理,物,569.0,568,57498,204,,,5,
物理,10593,广西大学,008,电气工程及其自动化,物+化,618.0,602,25134,205,,,6,
物理,10593,广西大学,002,计算机科学与技术,物+化,600.0,590,34751,205,,,5,
物理,10593,广西大学,009,自动化,物+化,602.0,583,41269,205,,,5,
物理,10593,广西大学,004,电子科学与技术,物+化,590.0,582,42253,205,,,5,
物理,10593,广西大学,006,车辆工程,物+化,587.0,579,45303,205,,,5,
物理,10593,广西大学,005,集成电路设计与集成系统,物+化,599.0,579,45303,205,,,5,
物理,10593,广西大学,007,能源与动力工程,物+化,579.0,576,48428,205,,,5,
物理,10593,广西大学,003,数学与应用数学,物+化,584.0,575,49532,205,,,5,
物理,10593,广西大学,014,材料科学与工程,物+化,582.0,573,51687,205,,,5,
物理,10593,广西大学,011,建筑学(5年),物+化,575.0,573,51687,205,,,5,
物理,10593,广西大学,010,土木工程,物+化,576.0,573,51687,205,,,5,
物理,10593,广西大学,012,化学工程与工艺,物+化,585.0,577,47335,206,,,5,
物理,10593,广西大学,016,食品科学与工程,物+化,583.0,572,52776,206,,,5,
物理,10593,广西大学,013,海洋科学,物+化,581.0,571,53925,206,,,5,
物理,10593,广西大学,015,环境工程,物+化,579.0,571,53925,206,,,5,
物理,14655,深圳技术大学,019,生物医学工程,物+化,,584,40444,201,,,26,精准医学检验班，校企联合培养
物理,14655,深圳技术大学,023,光电信息科学与工程,物+化,,583,41486,201,,,101,
物理,14655,深圳技术大学,024,智能感知工程,物+化,,582,42288,201,,,103,
物理,14655,深圳技术大学,022,应用物理学,物+化,,582,42744,201,,,39,
物理,14655,深圳技术大学,020,生物医学工程,物+化,,581,43064,201,,,55,
物理,14655,深圳技术大学,025,中药学,物+化,,581,43373,201,,,15,粤港澳大湾区中药精英班
物理,14655,深圳技术大学,021,智能医学工程,物+化,,580,44077,201,,,98,
物理,14655,深圳技术大学,027,生物制药,物+化,,580,44452,201,,,29,
物理,14655,深圳技术大学,026,药学,物+化,,580,44464,201,,,47,
物理,14655,深圳技术大学,015,交通运输,物+化,,580,44470,201,,,63,
物理,14655,深圳技术大学,003,自动化,物+化,,589,35411,202,,,93,
物理,14655,深圳技术大学,031,工业设计,物+化,,588,36183,202,,,21,未来出行班，校企联合培养
物理,14655,深圳技术大学,002,电子科学与技术,物+化,,587,37295,202,,,119,
物理,14655,深圳技术大学,001,机械设计制造及其自动化,物+化,,587,37569,202,,,108,
物理,14655,深圳技术大学,004,机器人工程,物+化,,586,38470,202,,,118,
物理,14655,深圳技术大学,017,无人驾驶航空器系统工程,物+化,,586,38628,202,,,71,
物理,14655,深圳技术大学,013,新能源科学与工程,物+化,,585,39308,202,,,109,
物理,14655,深圳技术大学,014,材料科学与工程,物+化,,584,39974,202,,,68,
物理,14655,深圳技术大学,032,工业设计,物+化,,584,40010,202,,,59,
物理,14655,深圳技术大学,016,车辆工程,物+化,,584,40016,202,,,71,
物理,14655,深圳技术大学,012,光源与照明,物+化,,584,40017,202,,,77,
物理,14655,深圳技术大学,005,计算机科学与技术,物+化,,604,23460,203,,,38,腾安班，校企联合培养
物理,14655,深圳技术大学,028,集成电路设计与集成系统,物+化,,603,24359,203,,,37,龙芯英才班，校企联合培养
物理,14655,深圳技术大学,009,人工智能,物+化,,601,25600,203,,,26,具身智能班，校企联合培养
物理,14655,深圳技术大学,006,计算机科学与技术,物+化,,599,27375,203,,,65,
物理,14655,深圳技术大学,029,集成电路设计与集成系统,物+化,,594,30966,203,,,132,
物理,14655,深圳技术大学,010,人工智能,物+化,,593,31891,203,,,96,
物理,14655,深圳技术大学,011,网络空间安全,物+化,,592,33487,203,,,40,
物理,14655,深圳技术大学,008,数据科学与大数据技术,物+化,,591,34019,203,,,75,
物理,14655,深圳技术大学,007,物联网工程,物+化,,590,34398,203,,,71,
物理,14655,深圳技术大学,030,微电子科学与工程,物+化,,590,34418,203,,,151,
物理,10264,上海海洋大学,011,信息管理与信息系统(中外合作办学),物,,556,72754,208,,,15,中外合作
物理,10264,上海海洋大学,009,计算机科学与技术,物+化,,581,43255,209,,,8,
物理,10264,上海海洋大学,010,人工智能,物+化,,579,45303,209,,,3,
物理,10264,上海海洋大学,006,海洋资源与环境,物+化,,577,47335,209,,,5,
物理,10264,上海海洋大学,008,电气工程及其自动化,物+化,,576,48428,209,,,6,
物理,10264,上海海洋大学,007,能源与动力工程,物+化,,573,51687,209,,,8,
物理,10264,上海海洋大学,005,生物科学类,物+化,,571,53925,209,,,9,生物科学、生物技术
物理,10140,辽宁大学,030,英语,物,576.0,564,62429,208,,,3,
物理,10140,辽宁大学,046,纪检监察,物,581.0,573,51687,209,,,2,
物理,10140,辽宁大学,029,会计学,物,583.0,568,57498,209,,,3,
物理,10140,辽宁大学,028,数字经济,物,572.0,568,57498,209,,,6,
物理,10140,辽宁大学,027,国际经济与贸易,物,576.0,566,59965,209,,,4,
物理,10140,辽宁大学,025,财政学,物,579.0,565,61206,209,,,3,
物理,10140,辽宁大学,024,经济统计学,物,579.0,564,62429,209,,,5,
物理,10140,辽宁大学,026,金融学类,物,571.0,564,62429,209,,,7,金融学、保险学
物理,10140,辽宁大学,023,劳动与社会保障,物,563.0,563,63656,209,,,2,
物理,10140,辽宁大学,022,行政管理,物,563.0,562,64901,209,,,2,
物理,10140,辽宁大学,037,电子信息科学与技术,物+化,589.0,589,35591,210,,,1,
物理,10140,辽宁大学,036,通信工程,物+化,586.0,586,38312,210,,,1,
物理,10140,辽宁大学,047,人工智能,物+化,588.0,584,40276,210,,,2,
物理,10140,辽宁大学,038,计算机科学与技术,物+化,585.0,584,40276,210,,,3,
物理,10140,辽宁大学,034,化学类,物+化,587.0,583,41269,210,,,2,化学、应用化学
物理,10140,辽宁大学,033,微电子科学与工程,物+化,594.0,583,41269,210,,,4,
物理,10140,辽宁大学,039,数据科学与大数据技术,物+化,595.0,581,43255,210,,,3,
物理,10140,辽宁大学,040,网络空间安全,物+化,584.0,580,44275,210,,,3,
物理,10140,辽宁大学,035,工程力学,物+化,581.0,579,45303,210,,,4,
物理,10140,辽宁大学,041,无机非金属材料工程,物+化,580.0,579,45303,210,,,2,
物理,10140,辽宁大学,031,物理学,物+化,592.0,579,45303,210,,,2,
物理,10140,辽宁大学,032,测控技术与仪器,物+化,582.0,578,46307,210,,,2,
物理,10140,辽宁大学,042,会计学(中外合作办学),物,581.0,569,56302,211,,,3,中外合作
物理,10140,辽宁大学,043,市场营销(中外合作办学),物,556.0,543,91464,212,,,3,中外合作
物理,10140,辽宁大学,044,工商管理(中外合作办学),物,563.0,548,83879,213,,,4,中外合作
物理,10140,辽宁大学,045,金融学(中外合作办学),物,569.0,565,61206,214,,,2,中外合作
物理,11835,上海政法学院,033,翻译,物,565.0,563,63656,210,,,3,
物理,11835,上海政法学院,021,法学,物,594.0,593,32206,211,,,2,培养民商法人才
物理,11835,上海政法学院,020,法学,物,581.0,580,44275,211,,,2,培养刑事司法人才
物理,11835,上海政法学院,022,法学,物,583.0,580,44275,211,,,3,培养经济法人才
物理,11835,上海政法学院,025,法学,物,574.0,574,50603,211,,,1,培养法庭科学人才
物理,11835,上海政法学院,026,知识产权,物,579.0,574,50603,211,,,2,
物理,11835,上海政法学院,023,法学,物,580.0,573,51687,211,,,2,培养国际经济法人才
物理,11835,上海政法学院,024,法学,物,585.0,572,52776,211,,,2,培养人工智能法学人才
物理,11835,上海政法学院,027,国际经济与贸易,物,569.0,569,56302,211,,,2,
物理,11835,上海政法学院,029,审计学,物,569.0,567,58720,211,,,3,
物理,11835,上海政法学院,032,社会工作,物,567.0,566,59965,211,,,2,卓越社会管理人才培养试点班
物理,11835,上海政法学院,028,财务管理,物,567.0,565,61206,211,,,2,
物理,11835,上海政法学院,030,电子商务及法律,物,567.0,565,61206,211,,,2,
物理,11835,上海政法学院,031,应用心理学,物,586.0,565,61206,211,,,3,
物理,11835,上海政法学院,018,法学,物,601.0,597,28934,212,,,2,涉外卓越法律人才培养创新班
物理,11835,上海政法学院,019,法学,物,596.0,595,30528,212,,,2,涉外卓越律师人才培养试点班
物理,11276,南京工程学院,006,电气工程及其自动化,物+化,597.0,582,42253,205,,,4,
物理,11276,南京工程学院,005,数据科学与大数据技术,物+化,576.0,574,50603,205,,,2,
物理,11276,南京工程学院,004,能源动力类,物+化,582.0,573,51687,205,,,2,能源与动力工程、新能源科学与工程、能源服务工程
物理,11276,南京工程学院,007,储能科学与工程,物+化,572.0,572,52776,205,,,2,
物理,11276,南京工程学院,003,材料类,物+化,580.0,572,52776,205,,,2,材料科学与工程、金属材料工程、高分子材料与工程、复合材料与工程、焊接技术与工程、功能材料
物理,10631,重庆医科大学,001,临床医学(5+3一体化)(5年),物+化,623.0,623,12671,203,,,1,
物理,10631,重庆医科大学,002,临床医学(5+3一体化)(5年),物+化,604.0,604,23749,203,,,1,硕士阶段培养儿科人才
物理,10631,重庆医科大学,007,眼视光医学(5年),物+化,603.0,603,24425,203,,,1,
物理,10631,重庆医科大学,006,麻醉学(5年),物+化,606.0,599,27378,203,,,2,
物理,10631,重庆医科大学,003,临床医学(5年),物+化,600.0,594,31343,203,,,3,
物理,10631,重庆医科大学,004,儿科学(5年),物+化,595.0,593,32206,203,,,2,
物理,10631,重庆医科大学,005,口腔医学(5年),物+化,593.0,593,32206,203,,,1,
物理,10631,重庆医科大学,016,精神医学(中外合作办学)(5年),物+化,588.0,588,36476,204,,,1,中外合作
物理,10631,重庆医科大学,015,临床医学(中外合作办学)(5年),物+化,607.0,581,43255,204,,,4,中外合作
物理,10631,重庆医科大学,008,中西医临床医学(5年),物+化,585.0,585,39275,205,,,1,
物理,10631,重庆医科大学,013,法医学(5年),物+化,566.0,566,59965,205,,,1,
物理,10631,重庆医科大学,011,临床药学(5年),物+化,565.0,565,61206,205,,,2,
