subject_group,school_code,school_name,major_group_code,selection_requirement,group_majors_text,actual_group_min_score,actual_group_min_rank,actual_group_plan_count,actual_group_filing_count,actual_group_vacancy_count,group_note,group_major_count
物理,10752,宁夏医科大学,204,物,公共事业管理,504,157780,1,1,,,1
物理,10919,平顶山学院,204,物+化,飞行器控制与信息工程,504,157795,5,5,,,1
物理,10076,河北工程大学,207,物,城乡规划(5年)，风景园林,504,157849,2,2,,,2
物理,10577,惠州学院,234,物,风景园林，建筑学(5年),504,157922,134,134,,,2
物理,11546,广西科技师范学院,214,物+化,食品科学与工程,504,157938,2,2,,,1
物理,10153,沈阳建筑大学,213,物+化,环境工程,504,158040,1,1,,,1
物理,10598,广西医科大学,208,物+生,助产学,504,158045,6,6,,,1
物理,10573,广东药科大学,206,物+化,药学，生物制药,504,158200,128,128,,中外联培,2
物理,11510,山东交通学院,207,物,工程管理，物流工程,504,158219,4,4,,,2
物理,14160,宿迁学院,206,物,工程管理，金融科技,504,158321,3,3,,,2
物理,11656,广东石油化工学院,203,物+化,电子信息工程，新能源科学与工程，集成电路设计与集成系统，高分子材料与工程，生物技术，生物工程，功能材料，食品科学与工程,504,158327,875,875,,,8
物理,11653,南阳理工学院,210,物+化,计算机科学与技术，人工智能，数据科学与大数据技术，虚拟现实技术,504,158379,14,14,,,4
物理,11656,广东石油化工学院,205,物+化,数学与应用数学(师范)，物理学(师范),503,158413,211,211,,普师,2
物理,14278,广东第二师范学院,227,物,翻译(中外人才培养实验班),503,158533,15,15,,学分互认,1
物理,11546,广西科技师范学院,213,物+化,计算机科学与技术，电子信息工程，软件工程，电气工程及其自动化，人工智能，机器人工程，汽车服务工程，数据科学与大数据技术，通信工程，物联网工程，智能车辆工程，智能制造工程,503,158552,28,28,,,12
物理,10576,韶关学院,222,物+化,化学(师范)，应用化学,503,158670,127,127,,普师,2
物理,10485,郑州航空工业管理学院,206,物,工业工程，人力资源管理，会计学,503,158697,6,6,,,3
物理,11656,广东石油化工学院,204,物+化,计算机科学与技术，网络工程，人工智能，物联网工程，数据科学与大数据技术，智能科学与技术，土木工程，智能建造，教育技术学，信息与计算科学,503,158966,814,814,,,10
物理,13434,赣南科技学院,215,物+化,冶金工程,503,159165,2,2,,,1
物理,11726,长春大学,218,物+化,车辆工程(中外合作办学),503,159291,4,4,,中外合作,1
物理,10599,右江民族医学院,213,物+化,医学检验技术，医学影像技术，康复治疗学，康复物理治疗，卫生检验与检疫，生物技术，药学，医学实验技术，生物医学工程,503,159347,14,14,,,9
物理,11517,河南工程学院,209,物+化,机器人工程，人工智能,503,159425,16,16,,,2
物理,10071,天津体育学院,213,物,学前教育,503,159496,1,1,,,1
物理,11407,北方民族大学,217,物+化,软件工程(中外合作办学),503,159510,4,4,,中外合作,1
物理,11360,攀枝花学院,204,物+化,车辆工程，新能源科学与工程,503,159556,8,8,,,2
物理,11517,河南工程学院,208,物+化+地,遥感科学与技术,503,159563,2,2,,,1
物理,10582,嘉应学院,203,物+化,自动化，电子信息工程，通信工程，光电信息科学与工程，测控技术与仪器，环境科学,503,159582,470,470,,,6
物理,11406,甘肃政法大学,207,物,社会工作，法学，法学，会计学，经济统计学，司法鉴定学，财务管理，劳动与社会保障，新闻学,503,159650,10,10,,,9
物理,10199,长春中医药大学,205,物+化,医学信息工程,503,159819,3,3,,,1
物理,13534,山西工学院,202,物+化,机械电子工程，机械设计制造及其自动化，新能源材料与器件，车辆工程，人工智能,503,159883,5,5,,,5
物理,11393,昆明学院,215,物+化,植物保护，物理学(师范)，化学工程与工艺,503,159901,5,5,,,3
物理,11407,北方民族大学,215,物,工商管理类，会计学,503,159923,2,2,,,2
物理,10606,玉林师范学院,217,物+化,计算机科学与技术(师范)，机械电子工程，电子信息科学与技术，智能制造工程,503,160035,20,20,,普师,4
物理,10576,韶关学院,232,物+生,食品质量与安全,503,160117,116,116,,,1
物理,14160,宿迁学院,207,物+化,机械电子工程，机械设计制造及其自动化，自动化，新能源汽车工程，智能制造工程，土木工程，测绘工程,502,160339,13,13,,,7
物理,11726,长春大学,217,物+化,材料科学与工程(中外合作办学),502,160344,3,3,,中外合作,1
物理,10599,右江民族医学院,210,物,翻译,502,160536,1,1,,,1
物理,10153,沈阳建筑大学,209,物,工程造价，建筑学(5年)，工程管理，房地产开发与管理，会计学，城市管理，土地资源管理,502,160600,8,8,,,7
物理,12048,南京特殊教育师范学院,219,物,财务管理，无障碍管理,502,160609,4,4,,,2
物理,10466,河南农业大学,216,物+化,环境科学(中外合作办学),502,160732,10,10,,中外合作,1
物理,10580,肇庆学院,223,物+化,电气工程及其自动化,502,160765,30,30,,中外联培,1
物理,10579,岭南师范学院,221,物+化+生,生物技术,502,160879,30,30,,,1
物理,10128,内蒙古工业大学,206,物+化,应用化学，安全工程,502,161089,11,11,,,2
物理,11653,南阳理工学院,213,物+化,软件工程(培养云计算人才),502,161131,8,8,,,1
物理,10402,闽南师范大学,207,物,心理学,502,161162,3,3,,中外联培,1
物理,10553,湖南人文科技学院,213,物+化,能源与动力工程，网络工程,502,161236,10,10,,,2
物理,10678,昆明医科大学,204,物+化,护理学(中外合作办学),502,161243,7,7,,中外合作,1
物理,13811,琼台师范学院,215,物,应用心理学(师范)，财务管理,502,161406,4,4,,普师,2
物理,10162,辽宁中医药大学,204,物+化,护理学,502,161433,5,5,,,1
物理,11100,海南热带海洋学院,219,物+化,海洋技术，海洋科学，生物科学，化学，海洋渔业科学与技术，食品科学与工程，环境工程，水产养殖学,502,161459,17,17,,,8
物理,10465,中原工学院,205,物,工程造价,502,161470,4,4,,,1
物理,10588,广东技术师范大学,229,物,金融学,502,161667,35,35,,学分互认,1
物理,10576,韶关学院,240,物,日语,502,161686,25,25,,,1
物理,10219,黑龙江科技大学,207,物,工业工程，建筑学(5年)，城乡规划(5年),502,161821,4,4,,,3
物理,10582,嘉应学院,202,物+化,数据科学与大数据技术，应用统计学,502,161936,178,178,,,2
物理,10578,韩山师范学院,225,物,网络与新媒体(应用技术类与广东科学技术职业学院协同培养),502,161937,25,25,,协同培养,1
物理,10127,内蒙古科技大学,210,物+化+生,信息管理与信息系统,502,161949,1,1,,,1
物理,51285,江西飞行学院,205,物,财务管理，物流工程，市场营销，数字经济，应急管理,502,162020,9,9,,,5
物理,10578,韩山师范学院,228,物,英语(师范)，商务英语，日语,501,162036,113,113,,普师,3
物理,10417,宜春学院,224,物,知识产权，国际经济与贸易,501,162041,2,2,,,2
物理,10580,肇庆学院,227,物+化,化妆品技术与工程，化学(师范)，化妆品技术与工程，精细化工，环境工程，资源环境科学,501,162066,445,445,,,6
物理,10579,岭南师范学院,220,物+化,制药工程，食品科学与工程,501,162087,73,73,,,2
物理,11838,贺州学院,208,物+化,高分子材料与工程,501,162190,4,4,,,1
物理,10573,广东药科大学,209,物,英语,501,162238,18,18,,中外联培,1
物理,11548,广西财经学院,208,物+化,数字媒体技术(中外合作办学),501,162289,3,3,,中外合作,1
物理,10739,天水师范学院,213,物+化,化学(师范),501,162318,3,3,,普师,1
物理,11508,新余学院,206,物+化,电子信息工程，新能源科学与工程，智能建造，新能源材料与器件，数学与应用数学(师范)，土木工程,501,162406,6,6,,,6
物理,13434,赣南科技学院,214,物+化,网络空间安全，机械电子工程，材料成型及控制工程，土木工程,501,162437,8,8,,,4
